,DATE,Under,Total,underpct,cont
74,1961-07-01,3035.0,70536,0.04302767381195418,US
75,1961-08-01,3152.0,70534,0.04468766835852213,US
76,1961-09-01,2976.0,70217,0.04238289872822821,US
77,1961-10-01,2913.0,70492,0.04132383816603302,US
78,1961-11-01,2875.0,70376,0.04085199499829487,US
79,1961-12-01,2645.0,70077,0.03774419567047676,US
80,1962-01-01,2392.0,70189,0.034079414153214894,US
81,1962-02-01,2631.0,70409,0.03736738201082248,US
82,1962-03-01,2783.0,70414,0.03952339023489647,US
83,1962-04-01,2596.0,70278,0.03693901363157745,US
84,1962-05-01,2756.0,70551,0.039063939561452,US
85,1962-06-01,2683.0,70514,0.038049181722778457,US
86,1962-07-01,2759.0,70302,0.03924497169355068,US
87,1962-08-01,2626.0,70981,0.036995815781688056,US
88,1962-09-01,2675.0,71153,0.037595041670765814,US
89,1962-10-01,2704.0,70917,0.03812908047435735,US
90,1962-11-01,2714.0,70871,0.038294930225338995,US
91,1962-12-01,2575.0,70854,0.03634233776498151,US
92,1963-01-01,2613.0,71146,0.03672729317178759,US
93,1963-02-01,2560.0,71262,0.03592377424153125,US
94,1963-03-01,2645.0,71423,0.03703288856530809,US
95,1963-04-01,2644.0,71697,0.03687741467564891,US
96,1963-05-01,2571.0,71832,0.03579184764450384,US
97,1963-06-01,2627.0,71626,0.036676625806271464,US
98,1963-07-01,2482.0,71956,0.03449330146200456,US
99,1963-08-01,2740.0,71786,0.038169002312428604,US
100,1963-09-01,2723.0,72131,0.03775075903564348,US
101,1963-10-01,2647.0,72281,0.03662096539892918,US
102,1963-11-01,2623.0,72418,0.03622027672678063,US
103,1963-12-01,2580.0,72188,0.03574001219039175,US
104,1964-01-01,2428.0,72356,0.033556304936701864,US
105,1964-02-01,2567.0,72683,0.03531774968011777,US
106,1964-03-01,2467.0,72713,0.033927908352014084,US
107,1964-04-01,2562.0,73274,0.034964653219422985,US
108,1964-05-01,2539.0,73395,0.034593637168744466,US
109,1964-06-01,2484.0,73032,0.0340124876766349,US
110,1964-07-01,2369.0,73007,0.03244894325201693,US
111,1964-08-01,2369.0,73118,0.03239968270466916,US
112,1964-09-01,2455.0,73290,0.033497066448355844,US
113,1964-10-01,2435.0,73308,0.033216020079663885,US
114,1964-11-01,2367.0,73286,0.03229811969543978,US
115,1964-12-01,2462.0,73465,0.03351255699993194,US
116,1965-01-01,2383.0,73569,0.03239136049151137,US
117,1965-02-01,2304.0,73857,0.03119541817295585,US
118,1965-03-01,2296.0,73949,0.031048425266061747,US
119,1965-04-01,2230.0,74228,0.03004257153634747,US
120,1965-05-01,2258.0,74466,0.030322563317487176,US
121,1965-06-01,2170.0,74412,0.029161963124227273,US
122,1965-07-01,2289.0,74761,0.030617567983306806,US
123,1965-08-01,2259.0,74616,0.030275008041170795,US
124,1965-09-01,2019.0,74502,0.027099943625674482,US
125,1965-10-01,2168.0,74838,0.028969240225553864,US
126,1965-11-01,2077.0,74797,0.027768493388772277,US
127,1965-12-01,2037.0,75093,0.027126363309496228,US
128,1966-01-01,2081.0,75186,0.027678025164259303,US
129,1966-02-01,1884.0,74954,0.025135416388718412,US
130,1966-03-01,1905.0,75075,0.025374625374625374,US
131,1966-04-01,1908.0,75338,0.025325864769439058,US
132,1966-05-01,1923.0,75447,0.025488090977772476,US
133,1966-06-01,2185.0,75647,0.028884159318941928,US
134,1966-07-01,2128.0,75736,0.028097602197105734,US
135,1966-08-01,1942.0,76046,0.025537174867843147,US
136,1966-09-01,1856.0,76056,0.024403071421058173,US
137,1966-10-01,1857.0,76199,0.024370398561660914,US
138,1966-11-01,1738.0,76610,0.022686333376843754,US
139,1966-12-01,2007.0,76641,0.026187027831056486,US
140,1967-01-01,2182.0,76639,0.028471143934550292,US
141,1967-02-01,2322.0,76521,0.030344611283177166,US
142,1967-03-01,2308.0,76328,0.03023792055340111,US
143,1967-04-01,2374.0,76777,0.030920718444325774,US
144,1967-05-01,1835.0,76773,0.023901632084196267,US
145,1967-06-01,2095.0,77270,0.027112721625469134,US
146,1967-07-01,2062.0,77464,0.0266188164824951,US
147,1967-08-01,2069.0,77712,0.026623944821906526,US
148,1967-09-01,2233.0,77812,0.028697373155811442,US
149,1967-10-01,2180.0,78194,0.027879376934291634,US
150,1967-11-01,2227.0,78191,0.028481538796025118,US
151,1967-12-01,2124.0,78491,0.02706042731013747,US
152,1968-01-01,1873.0,77578,0.024143442728608626,US
153,1968-02-01,2153.0,78230,0.027521411223315865,US
154,1968-03-01,1983.0,78256,0.025339910038846856,US
155,1968-04-01,1943.0,78270,0.024824326050849624,US
156,1968-05-01,1933.0,78847,0.024515834464215507,US
157,1968-06-01,2052.0,79120,0.025935288169868554,US
158,1968-07-01,1950.0,78970,0.02469292136254274,US
159,1968-08-01,1962.0,78811,0.024895001966730536,US
160,1968-09-01,1946.0,78858,0.02467726800071014,US
161,1968-10-01,1883.0,78913,0.02386172113593451,US
162,1968-11-01,1927.0,79209,0.0243280435304069,US
163,1968-12-01,1988.0,79463,0.02501793287441954,US
164,1969-01-01,1914.0,79523,0.02406850848182287,US
165,1969-02-01,1952.0,80019,0.024394206375985703,US
166,1969-03-01,2044.0,80079,0.02552479426566266,US
167,1969-04-01,1951.0,80281,0.024302138737683884,US
168,1969-05-01,1961.0,80125,0.02447425897035881,US
169,1969-06-01,2092.0,80696,0.025924457222167144,US
170,1969-07-01,2004.0,80827,0.024793695176116893,US
171,1969-08-01,2142.0,81106,0.026409883362513254,US
172,1969-09-01,2190.0,81290,0.026940583097551974,US
173,1969-10-01,2165.0,81494,0.0265663729845142,US
174,1969-11-01,2084.0,81397,0.0256029091981277,US
175,1969-12-01,2122.0,81624,0.025997255709105164,US
176,1970-01-01,2182.0,81981,0.026615923201717472,US
177,1970-02-01,2186.0,82151,0.026609536098160705,US
178,1970-03-01,2236.0,82498,0.027103687362117868,US
179,1970-04-01,2631.0,82727,0.03180340154967544,US
180,1970-05-01,2487.0,82483,0.030151667616357306,US
181,1970-06-01,2353.0,82484,0.028526744580767184,US
182,1970-07-01,2493.0,82901,0.030072013606590994,US
183,1970-08-01,2438.0,82880,0.029416023166023167,US
184,1970-09-01,2425.0,82954,0.029233068929768305,US
185,1970-10-01,2612.0,83276,0.03136557951870887,US
186,1970-11-01,2581.0,83548,0.030892421123186672,US
187,1970-12-01,2760.0,83670,0.032986733596271064,US
188,1971-01-01,2756.0,83850,0.032868217054263564,US
189,1971-02-01,2732.0,83603,0.032678253172733034,US
190,1971-03-01,2747.0,83575,0.03286868082560574,US
191,1971-04-01,2806.0,83946,0.033426250208467345,US
192,1971-05-01,2720.0,84135,0.03232899506745112,US
193,1971-06-01,2431.0,83706,0.029042123623157237,US
194,1971-07-01,2701.0,84340,0.03202513635285748,US
195,1971-08-01,2676.0,84673,0.0316039351387101,US
196,1971-09-01,2636.0,84731,0.03111021940021952,US
197,1971-10-01,2726.0,84872,0.03211895560373268,US
198,1971-11-01,2819.0,85458,0.032986964356760046,US
199,1971-12-01,2606.0,85625,0.030435036496350366,US
200,1972-01-01,2669.0,85978,0.031042824908697572,US
201,1972-02-01,2585.0,86036,0.030045562322748617,US
202,1972-03-01,2637.0,86611,0.03044647908464283,US
203,1972-04-01,2728.0,86614,0.031496062992125984,US
204,1972-05-01,2565.0,86809,0.02954762755013881,US
205,1972-06-01,2805.0,87006,0.03223915592028136,US
206,1972-07-01,2799.0,87143,0.032119619476033645,US
207,1972-08-01,2831.0,87517,0.03234800095981352,US
208,1972-09-01,2678.0,87392,0.030643537165873303,US
209,1972-10-01,2562.0,87491,0.02928301196694517,US
210,1972-11-01,2407.0,87592,0.027479678509452918,US
211,1972-12-01,2366.0,87943,0.026903789954857125,US
212,1973-01-01,2170.0,87487,0.024803685118931957,US
213,1973-02-01,2393.0,88364,0.027081164275044135,US
214,1973-03-01,2369.0,88846,0.026664115435697723,US
215,1973-04-01,2338.0,89018,0.026264351030128738,US
216,1973-05-01,2392.0,88977,0.02688335187745148,US
217,1973-06-01,2744.0,89548,0.03064278375843123,US
218,1973-07-01,2703.0,89604,0.03016606401499933,US
219,1973-08-01,2609.0,89509,0.029147906914388497,US
220,1973-09-01,2644.0,89838,0.02943075313341793,US
221,1973-10-01,2655.0,90131,0.029457123520209474,US
222,1973-11-01,2687.0,90716,0.029619912694563252,US
223,1973-12-01,2846.0,90890,0.031312575640884584,US
224,1974-01-01,2748.0,91199,0.030131909341111197,US
225,1974-02-01,2963.0,91485,0.03238782314040553,US
226,1974-03-01,2720.0,91453,0.029742053295135205,US
227,1974-04-01,2629.0,91287,0.028799281387273105,US
228,1974-05-01,2872.0,91596,0.031355081007904274,US
229,1974-06-01,2784.0,91868,0.030304349719162276,US
230,1974-07-01,2821.0,92212,0.030592547607686635,US
231,1974-08-01,2993.0,92059,0.03251175876340173,US
232,1974-09-01,3184.0,92488,0.03442608770867572,US
233,1974-10-01,3188.0,92518,0.034458159493287795,US
234,1974-11-01,3484.0,92766,0.03755686350602591,US
235,1974-12-01,3583.0,92780,0.038618236688941585,US
236,1975-01-01,4133.0,93128,0.04437977836955589,US
237,1975-02-01,3994.0,92776,0.043049926705182366,US
238,1975-03-01,4087.0,93165,0.043868405517093326,US
239,1975-04-01,4179.0,93399,0.044743519737898696,US
240,1975-05-01,3972.0,93884,0.042307528439350685,US
241,1975-06-01,3774.0,93575,0.04033128506545552,US
242,1975-07-01,3669.0,94021,0.03902319694536327,US
243,1975-08-01,3650.0,94162,0.038762982944287504,US
244,1975-09-01,3566.0,94202,0.0378548226152311,US
245,1975-10-01,3600.0,94267,0.03818939819873338,US
246,1975-11-01,3554.0,94250,0.037708222811671084,US
247,1975-12-01,3544.0,94409,0.03753879397091379,US
248,1976-01-01,3776.0,94934,0.039775001580045086,US
249,1976-02-01,3536.0,94998,0.037221836249184195,US
250,1976-03-01,3507.0,95215,0.0368324318647272,US
251,1976-04-01,3515.0,95746,0.0367117164163516,US
252,1976-05-01,3572.0,95847,0.037267728776070194,US
253,1976-06-01,3462.0,95885,0.03610575168170204,US
254,1976-07-01,3497.0,96583,0.0362072000248491,US
255,1976-08-01,3542.0,96741,0.03661322500284264,US
256,1976-09-01,3670.0,96553,0.038010212007912755,US
257,1976-10-01,3781.0,96704,0.03909869291859695,US
258,1976-11-01,3768.0,97254,0.03874390770559566,US
259,1976-12-01,3728.0,97348,0.03829559929325718,US
260,1977-01-01,3580.0,97208,0.03682824458892272,US
261,1977-02-01,3883.0,97785,0.039709566906989825,US
262,1977-03-01,3596.0,98115,0.03665086887835703,US
263,1977-04-01,3407.0,98330,0.03464863215702227,US
264,1977-05-01,3555.0,98665,0.03603101403739928,US
265,1977-06-01,3648.0,99093,0.03681390209197421,US
266,1977-07-01,3726.0,98913,0.03766946710745807,US
267,1977-08-01,3568.0,99366,0.03590765452971841,US
268,1977-09-01,3610.0,99453,0.036298553085377015,US
269,1977-10-01,3577.0,99815,0.035836297149727,US
270,1977-11-01,3577.0,100576,0.03556514476614699,US
271,1977-12-01,3501.0,100491,0.03483894080066872,US
272,1978-01-01,3333.0,100873,0.03304154729213962,US
273,1978-02-01,3495.0,100837,0.03465989666491467,US
274,1978-03-01,3524.0,101092,0.03485933605033039,US
275,1978-04-01,3588.0,101574,0.03532400023628094,US
276,1978-05-01,3533.0,101896,0.03467260736437151,US
277,1978-06-01,3669.0,102371,0.03584022818962401,US
278,1978-07-01,3563.0,102399,0.03479526167247727,US
279,1978-08-01,3603.0,102511,0.035147447590990234,US
280,1978-09-01,3566.0,102795,0.03469040322972907,US
281,1978-10-01,3510.0,103080,0.0340512223515716,US
282,1978-11-01,3428.0,103562,0.03310094436183156,US
283,1978-12-01,3309.0,103809,0.03187584891483397,US
284,1979-01-01,3451.0,104057,0.03316451560202581,US
285,1979-02-01,3486.0,104502,0.03335821323993799,US
286,1979-03-01,3494.0,104589,0.03340695484228743,US
287,1979-04-01,3535.0,104172,0.033934262565756636,US
288,1979-05-01,3532.0,104171,0.033905789519156,US
289,1979-06-01,3701.0,104638,0.035369559815745716,US
290,1979-07-01,3556.0,105002,0.033866021599588576,US
291,1979-08-01,3627.0,105096,0.03451130395067367,US
292,1979-09-01,3495.0,105530,0.033118544489718564,US
293,1979-10-01,3530.0,105700,0.033396404919583726,US
294,1979-11-01,3692.0,105812,0.03489207273277133,US
295,1979-12-01,3787.0,106258,0.03563966948370946,US
296,1980-01-01,3736.0,106562,0.03505940203825003,US
297,1980-02-01,3765.0,106697,0.035286840304788326,US
298,1980-03-01,3730.0,106442,0.035042558388606,US
299,1980-04-01,4163.0,106591,0.0390558302295691,US
300,1980-05-01,4700.0,106929,0.043954399648364804,US
301,1980-06-01,4553.0,106780,0.04263907098707623,US
302,1980-07-01,4520.0,107159,0.04218031149973403,US
303,1980-08-01,4619.0,107105,0.04312590448625181,US
304,1980-09-01,4512.0,107098,0.04212963827522456,US
305,1980-10-01,4505.0,107405,0.04194404357339044,US
306,1980-11-01,4497.0,107568,0.04180611334225793,US
307,1980-12-01,4449.0,107352,0.041443103062821375,US
308,1981-01-01,4626.0,108026,0.04282302408679392,US
309,1981-02-01,4493.0,108242,0.041508841300049885,US
310,1981-03-01,4474.0,108553,0.041214890422190086,US
311,1981-04-01,4424.0,108925,0.04061510213449622,US
312,1981-05-01,4532.0,109222,0.041493472011133285,US
313,1981-06-01,4434.0,108396,0.04090556847116131,US
314,1981-07-01,4725.0,108556,0.043525922104720144,US
315,1981-08-01,4713.0,108725,0.04334789606806162,US
316,1981-09-01,4809.0,108294,0.04440689234860657,US
317,1981-10-01,5332.0,109024,0.04890666275315527,US
318,1981-11-01,5204.0,109236,0.047639972170346774,US
319,1981-12-01,5536.0,108912,0.05083002791244307,US
320,1982-01-01,5067.0,109089,0.046448312845474786,US
321,1982-02-01,5737.0,109467,0.05240848840289767,US
322,1982-03-01,5938.0,109567,0.05419514999954366,US
323,1982-04-01,6049.0,109820,0.055081041704607536,US
324,1982-05-01,6112.0,110451,0.05533675566540818,US
325,1982-06-01,5997.0,110081,0.0544780661512886,US
326,1982-07-01,6084.0,110342,0.05513766290261188,US
327,1982-08-01,6221.0,110514,0.056291510577845344,US
328,1982-09-01,6705.0,110721,0.06055761779608204,US
329,1982-10-01,6857.0,110744,0.06191757567001373,US
330,1982-11-01,6704.0,111050,0.060369203061683925,US
331,1982-12-01,6657.0,111083,0.05992816182494171,US
332,1983-01-01,6733.0,110695,0.06082478883418402,US
333,1983-02-01,6570.0,110634,0.059384999186506866,US
334,1983-03-01,6448.0,110587,0.05830703428070207,US
335,1983-04-01,6300.0,110828,0.05684484065398636,US
336,1983-05-01,6229.0,110796,0.056220441171161414,US
337,1983-06-01,6240.0,111879,0.05577454213927547,US
338,1983-07-01,6182.0,111756,0.05531694047746877,US
339,1983-08-01,6248.0,112231,0.05567089306875997,US
340,1983-09-01,6196.0,112298,0.05517462465938841,US
341,1983-10-01,6009.0,111926,0.05368725765237747,US
342,1983-11-01,6141.0,112228,0.054718964964180064,US
343,1983-12-01,5882.0,112327,0.0523649701318472,US
344,1984-01-01,5934.0,112209,0.052883458546105926,US
345,1984-02-01,5904.0,112615,0.05242640856013853,US
346,1984-03-01,5665.0,112713,0.050260395872703235,US
347,1984-04-01,5761.0,113098,0.05093812445843428,US
348,1984-05-01,5566.0,113649,0.0489753539406418,US
349,1984-06-01,5884.0,113817,0.05169702241317202,US
350,1984-07-01,5744.0,113972,0.050398343452777876,US
351,1984-08-01,5589.0,113682,0.04916345595608804,US
352,1984-09-01,5728.0,113857,0.050308720588106134,US
353,1984-10-01,5710.0,114019,0.050079372736122924,US
354,1984-11-01,5626.0,114170,0.049277393360777785,US
355,1984-12-01,5797.0,114581,0.05059303025807071,US
356,1985-01-01,5629.0,114725,0.04906515580736544,US
357,1985-02-01,5273.0,114876,0.045901667885372054,US
358,1985-03-01,5718.0,115328,0.04958032741398446,US
359,1985-04-01,5629.0,115331,0.04880734581335461,US
360,1985-05-01,5828.0,115234,0.050575351024871124,US
361,1985-06-01,5618.0,114965,0.048867046492410735,US
362,1985-07-01,5583.0,115320,0.04841311134235172,US
363,1985-08-01,5750.0,115291,0.04987379760779245,US
364,1985-09-01,5602.0,115905,0.04833268625167163,US
365,1985-10-01,5459.0,116145,0.04700159283654053,US
366,1985-11-01,5494.0,116135,0.0473070133895897,US
367,1985-12-01,5512.0,116354,0.04737267304948691,US
368,1986-01-01,5541.0,116682,0.04748804442844655,US
369,1986-02-01,5258.0,116882,0.044985540972947075,US
370,1986-03-01,5555.0,117220,0.04738952397201843,US
371,1986-04-01,5825.0,117316,0.04965222135088139,US
372,1986-05-01,5908.0,117528,0.05026887209856375,US
373,1986-06-01,5628.0,118084,0.047660987093933134,US
374,1986-07-01,5415.0,118129,0.04583971759686444,US
375,1986-08-01,5521.0,118150,0.04672873465933137,US
376,1986-09-01,5615.0,118395,0.047425989273195655,US
377,1986-10-01,5769.0,118516,0.04867697188565257,US
378,1986-11-01,5512.0,118634,0.04646222836623565,US
379,1986-12-01,5613.0,118611,0.04732276095808989,US
380,1987-01-01,5482.0,118845,0.04612730867937229,US
381,1987-02-01,5569.0,119122,0.0467503903561055,US
382,1987-03-01,5436.0,119270,0.045577261675190744,US
383,1987-04-01,5350.0,119336,0.04483140041563317,US
384,1987-05-01,5386.0,120008,0.044880341310579296,US
385,1987-06-01,5242.0,119644,0.04381331282805657,US
386,1987-07-01,5493.0,119902,0.04581241347100132,US
387,1987-08-01,5334.0,120318,0.04433251882511345,US
388,1987-09-01,5309.0,120011,0.044237611552274375,US
389,1987-10-01,5455.0,120509,0.04526632865595101,US
390,1987-11-01,5527.0,120540,0.045851999336319886,US
391,1987-12-01,5279.0,120729,0.043726031028170534,US
392,1988-01-01,5297.0,120969,0.043788077937322784,US
393,1988-02-01,5316.0,121156,0.04387731519693618,US
394,1988-03-01,5278.0,120913,0.04365122029889259,US
395,1988-04-01,5137.0,121251,0.0423666608935184,US
396,1988-05-01,4917.0,121071,0.04061253314171023,US
397,1988-06-01,5294.0,121473,0.04358170128341277,US
398,1988-07-01,5460.0,121665,0.04487732708667243,US
399,1988-08-01,5259.0,122125,0.043062436028659154,US
400,1988-09-01,5085.0,121960,0.041693998032141695,US
401,1988-10-01,5005.0,122206,0.04095543590331081,US
402,1988-11-01,5033.0,122637,0.04103981669479847,US
403,1988-12-01,5369.0,122622,0.04378496517753747,US
404,1989-01-01,5055.0,123390,0.04096766350595672,US
405,1989-02-01,4902.0,123135,0.039809964672919966,US
406,1989-03-01,4871.0,123227,0.03952867472226054,US
407,1989-04-01,5048.0,123565,0.04085299235220329,US
408,1989-05-01,4897.0,123474,0.039660171372110725,US
409,1989-06-01,4969.0,123995,0.040074196540183064,US
410,1989-07-01,4924.0,123967,0.039720248130550875,US
411,1989-08-01,4888.0,124166,0.039366654317607074,US
412,1989-09-01,4825.0,123944,0.03892887110307881,US
413,1989-10-01,4743.0,124211,0.03818502387067168,US
414,1989-11-01,4800.0,124637,0.0385118383786516,US
415,1989-12-01,4817.0,124497,0.03869169538221805,US
416,1990-01-01,4856.0,125833,0.0385908307041873,US
417,1990-02-01,4809.0,125710,0.03825471322886007,US
418,1990-03-01,4856.0,125801,0.03860064705368002,US
419,1990-04-01,4941.0,125649,0.039323830671155365,US
420,1990-05-01,4988.0,125893,0.03962094794786049,US
421,1990-06-01,5364.0,125573,0.04271618898967135,US
422,1990-07-01,5276.0,125732,0.04196226895301117,US
423,1990-08-01,5365.0,125990,0.04258274466227478,US
424,1990-09-01,5364.0,125892,0.0426079496711467,US
425,1990-10-01,5474.0,125995,0.04344616849874996,US
426,1990-11-01,5492.0,126070,0.04356309986515428,US
427,1990-12-01,5699.0,126142,0.04517924244105849,US
428,1991-01-01,5465.0,125955,0.04338851177007661,US
429,1991-02-01,5971.0,126020,0.047381368036819554,US
430,1991-03-01,6062.0,126238,0.04802040589996673,US
431,1991-04-01,6263.0,126548,0.04949110219047318,US
432,1991-05-01,6052.0,126176,0.04796474765407051,US
433,1991-06-01,6106.0,126331,0.04833334652618914,US
434,1991-07-01,6151.0,126154,0.04875786736845443,US
435,1991-08-01,6180.0,126150,0.04898929845422117,US
436,1991-09-01,6437.0,126650,0.05082510856691671,US
437,1991-10-01,6385.0,126642,0.05041771292304291,US
438,1991-11-01,6495.0,126701,0.05126242097536719,US
439,1991-12-01,6455.0,126664,0.05096159919156193,US
440,1992-01-01,6593.0,127261,0.051806916494448414,US
441,1992-02-01,6551.0,127207,0.051498738276981613,US
442,1992-03-01,6531.0,127604,0.051181781135387606,US
443,1992-04-01,6492.0,127841,0.05078183055514272,US
444,1992-05-01,6550.0,128119,0.051124345335196185,US
445,1992-06-01,6462.0,128459,0.050303988042877494,US
446,1992-07-01,6509.0,128563,0.05062887455955447,US
447,1992-08-01,6485.0,128613,0.05042258558621601,US
448,1992-09-01,6410.0,128501,0.049882880288869356,US
449,1992-10-01,6575.0,128026,0.05135675565900676,US
450,1992-11-01,6628.0,128441,0.051603459954375944,US
451,1992-12-01,6458.0,128554,0.05023569861692363,US
452,1993-01-01,6196.0,128400,0.04825545171339564,US
453,1993-02-01,6627.0,128458,0.05158884615983435,US
454,1993-03-01,6318.0,128598,0.049129846498390334,US
455,1993-04-01,6586.0,128584,0.05121943632178187,US
456,1993-05-01,6543.0,129264,0.05061734125510583,US
457,1993-06-01,6635.0,129411,0.05127075750902164,US
458,1993-07-01,6700.0,129397,0.05177863474423673,US
459,1993-08-01,6681.0,129619,0.05154336941343476,US
460,1993-09-01,6575.0,129268,0.05086332270940991,US
461,1993-10-01,6376.0,129573,0.0492077824855487,US
462,1993-11-01,6250.0,129711,0.048184039904094485,US
463,1993-12-01,6291.0,129941,0.04841428032722543,US
464,1994-01-01,4947.0,130596,0.037880180097399616,US
465,1994-02-01,4677.0,130669,0.03579272819107822,US
466,1994-03-01,4890.0,130400,0.0375,US
467,1994-04-01,4752.0,130621,0.036380061399009345,US
468,1994-05-01,4836.0,130779,0.03697841396554493,US
469,1994-06-01,4816.0,130561,0.036886972373067,US
470,1994-07-01,4505.0,130652,0.03448091112267704,US
471,1994-08-01,4359.0,131275,0.03320510378975433,US
472,1994-09-01,4332.0,131421,0.032962768507316186,US
473,1994-10-01,4472.0,131744,0.03394461986883653,US
474,1994-11-01,4468.0,131891,0.03387645859080604,US
475,1994-12-01,4440.0,131951,0.033648854499018575,US
476,1995-01-01,4550.0,132038,0.03445977673094109,US
477,1995-02-01,4397.0,132115,0.03328161071793513,US
478,1995-03-01,4451.0,132108,0.033692130680958006,US
479,1995-04-01,4428.0,132590,0.033396183724262764,US
480,1995-05-01,4513.0,131851,0.03422803012491373,US
481,1995-06-01,4489.0,131949,0.03402072012671563,US
482,1995-07-01,4436.0,132343,0.03351896209093039,US
483,1995-08-01,4513.0,132336,0.034102587353403456,US
484,1995-09-01,4580.0,132611,0.03453710476506474,US
485,1995-10-01,4462.0,132716,0.033620663672805084,US
486,1995-11-01,4489.0,132614,0.033850121404979866,US
487,1995-12-01,4434.0,132511,0.03346137301808907,US
488,1996-01-01,4022.0,132616,0.030328165530554382,US
489,1996-02-01,4420.0,132952,0.033245080931463986,US
490,1996-03-01,4429.0,133180,0.03325574410572158,US
491,1996-04-01,4464.0,133409,0.03346101087632768,US
492,1996-05-01,4327.0,133667,0.03237149034541061,US
493,1996-06-01,4312.0,133697,0.03225203258113495,US
494,1996-07-01,4358.0,134284,0.03245360579071222,US
495,1996-08-01,4391.0,134054,0.032755456756232565,US
496,1996-09-01,4382.0,134515,0.03257629260677248,US
497,1996-10-01,4372.0,134921,0.032404147612306464,US
498,1996-11-01,4025.0,135007,0.029813268941610436,US
