areaCode,areaName,areaType,date,newAdmissionsRollingRate
E92000001,England,nation,2022-10-06,14.9
E92000001,England,nation,2022-10-05,14.9
E92000001,England,nation,2022-10-04,14.6
E92000001,England,nation,2022-10-03,14.0
E92000001,England,nation,2022-10-02,13.4
E92000001,England,nation,2022-10-01,12.9
E92000001,England,nation,2022-09-30,12.2
E92000001,England,nation,2022-09-29,11.9
E92000001,England,nation,2022-09-28,11.4
E92000001,England,nation,2022-09-27,10.9
E92000001,England,nation,2022-09-26,10.5
E92000001,England,nation,2022-09-25,10.1
E92000001,England,nation,2022-09-24,9.4
E92000001,England,nation,2022-09-23,8.9
E92000001,England,nation,2022-09-22,8.5
E92000001,England,nation,2022-09-21,8.0
E92000001,England,nation,2022-09-20,7.5
E92000001,England,nation,2022-09-19,7.1
E92000001,England,nation,2022-09-18,6.6
E92000001,England,nation,2022-09-17,6.5
E92000001,England,nation,2022-09-16,6.4
E92000001,England,nation,2022-09-15,6.3
E92000001,England,nation,2022-09-14,6.2
E92000001,England,nation,2022-09-13,6.1
E92000001,England,nation,2022-09-12,6.1
E92000001,England,nation,2022-09-11,6.1
E92000001,England,nation,2022-09-10,6.0
E92000001,England,nation,2022-09-09,6.1
E92000001,England,nation,2022-09-08,6.2
E92000001,England,nation,2022-09-07,6.2
E92000001,England,nation,2022-09-06,6.3
E92000001,England,nation,2022-09-05,6.4
E92000001,England,nation,2022-09-04,6.5
E92000001,England,nation,2022-09-03,6.7
E92000001,England,nation,2022-09-02,6.7
E92000001,England,nation,2022-09-01,6.8
E92000001,England,nation,2022-08-31,7.0
E92000001,England,nation,2022-08-30,7.1
E92000001,England,nation,2022-08-29,7.3
E92000001,England,nation,2022-08-28,7.4
E92000001,England,nation,2022-08-27,7.5
E92000001,England,nation,2022-08-26,7.7
E92000001,England,nation,2022-08-25,8.0
E92000001,England,nation,2022-08-24,8.0
E92000001,England,nation,2022-08-23,8.3
E92000001,England,nation,2022-08-22,8.5
E92000001,England,nation,2022-08-21,8.8
E92000001,England,nation,2022-08-20,9.1
E92000001,England,nation,2022-08-19,9.4
E92000001,England,nation,2022-08-18,9.6
E92000001,England,nation,2022-08-17,10.0
E92000001,England,nation,2022-08-16,10.3
E92000001,England,nation,2022-08-15,10.6
E92000001,England,nation,2022-08-14,10.8
E92000001,England,nation,2022-08-13,11.1
E92000001,England,nation,2022-08-12,11.1
E92000001,England,nation,2022-08-11,11.4
E92000001,England,nation,2022-08-10,11.6
E92000001,England,nation,2022-08-09,11.7
E92000001,England,nation,2022-08-08,11.8
E92000001,England,nation,2022-08-07,12.1
E92000001,England,nation,2022-08-06,12.5
E92000001,England,nation,2022-08-05,12.8
E92000001,England,nation,2022-08-04,13.0
E92000001,England,nation,2022-08-03,13.2
E92000001,England,nation,2022-08-02,13.5
E92000001,England,nation,2022-08-01,13.9
E92000001,England,nation,2022-07-31,14.3
E92000001,England,nation,2022-07-30,14.6
E92000001,England,nation,2022-07-29,15.0
E92000001,England,nation,2022-07-28,15.4
E92000001,England,nation,2022-07-27,16.1
E92000001,England,nation,2022-07-26,17.0
E92000001,England,nation,2022-07-25,17.9
E92000001,England,nation,2022-07-24,18.6
E92000001,England,nation,2022-07-23,19.3
E92000001,England,nation,2022-07-22,19.7
E92000001,England,nation,2022-07-21,20.2
E92000001,England,nation,2022-07-20,20.7
E92000001,England,nation,2022-07-19,21.1
E92000001,England,nation,2022-07-18,21.3
E92000001,England,nation,2022-07-17,21.7
E92000001,England,nation,2022-07-16,22.1
E92000001,England,nation,2022-07-15,22.5
E92000001,England,nation,2022-07-14,22.8
E92000001,England,nation,2022-07-13,23.1
E92000001,England,nation,2022-07-12,23.1
E92000001,England,nation,2022-07-11,23.0
E92000001,England,nation,2022-07-10,22.9
E92000001,England,nation,2022-07-09,22.7
E92000001,England,nation,2022-07-08,22.3
E92000001,England,nation,2022-07-07,21.7
E92000001,England,nation,2022-07-06,21.0
E92000001,England,nation,2022-07-05,20.3
E92000001,England,nation,2022-07-04,19.5
E92000001,England,nation,2022-07-03,18.7
E92000001,England,nation,2022-07-02,17.7
E92000001,England,nation,2022-07-01,17.1
E92000001,England,nation,2022-06-30,16.7
E92000001,England,nation,2022-06-29,16.0
E92000001,England,nation,2022-06-28,15.2
E92000001,England,nation,2022-06-27,14.7
E92000001,England,nation,2022-06-26,14.0
E92000001,England,nation,2022-06-25,13.4
E92000001,England,nation,2022-06-24,13.0
E92000001,England,nation,2022-06-23,12.6
E92000001,England,nation,2022-06-22,11.9
E92000001,England,nation,2022-06-21,11.4
E92000001,England,nation,2022-06-20,10.7
E92000001,England,nation,2022-06-19,10.1
E92000001,England,nation,2022-06-18,9.6
E92000001,England,nation,2022-06-17,9.2
E92000001,England,nation,2022-06-16,8.8
E92000001,England,nation,2022-06-15,8.5
E92000001,England,nation,2022-06-14,8.1
E92000001,England,nation,2022-06-13,7.8
E92000001,England,nation,2022-06-12,7.6
E92000001,England,nation,2022-06-11,7.4
E92000001,England,nation,2022-06-10,7.1
E92000001,England,nation,2022-06-09,6.8
E92000001,England,nation,2022-06-08,6.4
E92000001,England,nation,2022-06-07,6.1
E92000001,England,nation,2022-06-06,6.0
E92000001,England,nation,2022-06-05,5.7
E92000001,England,nation,2022-06-04,5.5
E92000001,England,nation,2022-06-03,5.4
E92000001,England,nation,2022-06-02,5.5
E92000001,England,nation,2022-06-01,5.5
E92000001,England,nation,2022-05-31,5.5
E92000001,England,nation,2022-05-30,5.4
E92000001,England,nation,2022-05-29,5.5
E92000001,England,nation,2022-05-28,5.6
E92000001,England,nation,2022-05-27,5.6
E92000001,England,nation,2022-05-26,5.6
E92000001,England,nation,2022-05-25,5.9
E92000001,England,nation,2022-05-24,6.1
E92000001,England,nation,2022-05-23,6.3
E92000001,England,nation,2022-05-22,6.5
E92000001,England,nation,2022-05-21,6.7
E92000001,England,nation,2022-05-20,7.0
E92000001,England,nation,2022-05-19,7.1
E92000001,England,nation,2022-05-18,7.3
E92000001,England,nation,2022-05-17,7.4
E92000001,England,nation,2022-05-16,7.7
E92000001,England,nation,2022-05-15,7.9
E92000001,England,nation,2022-05-14,8.1
E92000001,England,nation,2022-05-13,8.2
E92000001,England,nation,2022-05-12,8.5
E92000001,England,nation,2022-05-11,8.7
E92000001,England,nation,2022-05-10,9.0
E92000001,England,nation,2022-05-09,9.3
E92000001,England,nation,2022-05-08,9.5
E92000001,England,nation,2022-05-07,9.7
E92000001,England,nation,2022-05-06,9.9
E92000001,England,nation,2022-05-05,10.2
E92000001,England,nation,2022-05-04,10.5
E92000001,England,nation,2022-05-03,10.9
E92000001,England,nation,2022-05-02,11.2
E92000001,England,nation,2022-05-01,11.8
E92000001,England,nation,2022-04-30,12.2
E92000001,England,nation,2022-04-29,12.9
E92000001,England,nation,2022-04-28,13.4
E92000001,England,nation,2022-04-27,14.0
E92000001,England,nation,2022-04-26,14.5
E92000001,England,nation,2022-04-25,15.0
E92000001,England,nation,2022-04-24,15.7
E92000001,England,nation,2022-04-23,16.2
E92000001,England,nation,2022-04-22,16.5
E92000001,England,nation,2022-04-21,16.9
E92000001,England,nation,2022-04-20,17.6
E92000001,England,nation,2022-04-19,18.7
E92000001,England,nation,2022-04-18,19.7
E92000001,England,nation,2022-04-17,20.4
E92000001,England,nation,2022-04-16,21.2
E92000001,England,nation,2022-04-15,21.9
E92000001,England,nation,2022-04-14,22.5
E92000001,England,nation,2022-04-13,23.1
E92000001,England,nation,2022-04-12,23.6
E92000001,England,nation,2022-04-11,24.1
E92000001,England,nation,2022-04-10,24.6
E92000001,England,nation,2022-04-09,25.1
E92000001,England,nation,2022-04-08,25.3
E92000001,England,nation,2022-04-07,25.5
E92000001,England,nation,2022-04-06,25.7
E92000001,England,nation,2022-04-05,26.0
E92000001,England,nation,2022-04-04,25.9
E92000001,England,nation,2022-04-03,26.1
E92000001,England,nation,2022-04-02,26.0
E92000001,England,nation,2022-04-01,26.0
E92000001,England,nation,2022-03-31,26.2
E92000001,England,nation,2022-03-30,26.0
E92000001,England,nation,2022-03-29,25.6
E92000001,England,nation,2022-03-28,25.4
E92000001,England,nation,2022-03-27,24.9
E92000001,England,nation,2022-03-26,24.4
E92000001,England,nation,2022-03-25,24.3
E92000001,England,nation,2022-03-24,23.8
E92000001,England,nation,2022-03-23,23.3
E92000001,England,nation,2022-03-22,22.8
E92000001,England,nation,2022-03-21,22.2
E92000001,England,nation,2022-03-20,21.7
E92000001,England,nation,2022-03-19,21.3
E92000001,England,nation,2022-03-18,20.5
E92000001,England,nation,2022-03-17,20.1
E92000001,England,nation,2022-03-16,19.6
E92000001,England,nation,2022-03-15,19.0
E92000001,England,nation,2022-03-14,18.3
E92000001,England,nation,2022-03-13,17.6
E92000001,England,nation,2022-03-12,17.1
E92000001,England,nation,2022-03-11,16.5
E92000001,England,nation,2022-03-10,15.8
E92000001,England,nation,2022-03-09,15.5
E92000001,England,nation,2022-03-08,14.9
E92000001,England,nation,2022-03-07,14.4
E92000001,England,nation,2022-03-06,14.2
E92000001,England,nation,2022-03-05,13.6
E92000001,England,nation,2022-03-04,13.3
E92000001,England,nation,2022-03-03,13.0
E92000001,England,nation,2022-03-02,12.6
E92000001,England,nation,2022-03-01,12.2
E92000001,England,nation,2022-02-28,12.0
E92000001,England,nation,2022-02-27,11.7
E92000001,England,nation,2022-02-26,11.8
E92000001,England,nation,2022-02-25,11.7
E92000001,England,nation,2022-02-24,11.8
E92000001,England,nation,2022-02-23,11.8
E92000001,England,nation,2022-02-22,12.0
E92000001,England,nation,2022-02-21,12.3
E92000001,England,nation,2022-02-20,12.5
E92000001,England,nation,2022-02-19,12.6
E92000001,England,nation,2022-02-18,12.9
E92000001,England,nation,2022-02-17,13.1
E92000001,England,nation,2022-02-16,13.4
E92000001,England,nation,2022-02-15,13.6
E92000001,England,nation,2022-02-14,13.8
E92000001,England,nation,2022-02-13,14.0
