x,y
97,0.5130960698505848
98,0.5122675496387938
99,0.5114434052290159
100,0.510623607115517
101,0.5098081259919653
102,0.5089969327506841
103,0.5081899984818867
104,0.5073872944728988
105,0.5065887922073671
106,0.5057944633644548
107,0.5050042798180236
108,0.5042182136358049
109,0.5034362370785589
110,0.5026583225992209
111,0.5018844428420407
112,0.5011145706417063
113,0.5003486790224639
114,0.49958674119722263
115,0.49882873056665517
116,0.4980746207182862
117,0.4973243854255746
118,0.4965779986469878
119,0.4958354345250681
120,0.49509666738549163
121,0.4943616717361224
122,0.4936304222660586
123,0.4929028938446728
124,0.4921790615206478
125,0.4914589005210069
126,0.490742386250138
127,0.4900294942888152
128,0.4893202003932145
129,0.4886144804939261
130,0.48791231069496344
131,0.48721366727276844
132,0.48651852667521384
133,0.48582686552060234
134,0.4851386605966639
135,0.4844538888595509
136,0.4837725274328305
137,0.48309455360647513
138,0.4824199448358535
139,0.4817486787407176
140,0.4810807331041909
141,0.48041608587175405
142,0.479754715150232
143,0.47909659920677844
144,0.4784417164678621
145,0.47779004551825216
146,0.47714156510000366
147,0.47649625411144486
148,0.4758540916061629
149,0.47521505679199244
150,0.4745791290300042
151,0.4739462878334944
152,0.47331651286697757
153,0.4726897839451775
154,0.47206608103202297
155,0.47144538423964333
156,0.47082767382736745
157,0.47021293020072347
158,0.46960113391044145
159,0.46899226565145824
160,0.468386306261926
161,0.4677832367222205
162,0.46718303815395534
163,0.466585691818997
164,0.4659911791184838
165,0.4653994815918474
166,0.4648105809158381
167,0.4642244589035529
168,0.46364109750346677
169,0.4630604787984687
170,0.462482585004899
171,0.4619073984715935
172,0.4613349016789277
173,0.460765077237868
174,0.4601979078890251
175,0.45963337650171204
176,0.4590714660730056
177,0.45851215972681236
178,0.45795544071293987
179,0.45740129240616945
180,0.45684969830533584
181,0.4563006420324103
182,0.4557541073315879
183,0.4552100780683795
184,0.4546685382287084
185,0.4541294719180109
186,0.4535928633603423
187,0.453058696897488
188,0.4525269569880765
189,0.4519976282067016
190,0.4514706952430446
191,0.45094614290100543
192,0.4504239560978356
193,0.4499041198632778
194,0.4493866193387096
195,0.44887143977629224
196,0.4483585665381243
197,0.4478479850954008
198,0.4473396810275765
199,0.4468336400215341
200,0.4463298478707594
201,0.44582829047451833
202,0.445328953837042
203,0.44483182406671484
204,0.44433688737526894
205,0.44384413007698237
206,0.4433535385878842
207,0.4428650994249627
208,0.44237879920538026
209,0.4418946246456929
210,0.4414125625610733
211,0.4409325998645428
212,0.44045472356620363
213,0.43997892077248013
214,0.43950517868536354
215,0.4390334846016616
216,0.43856382591225346
217,0.43809619010135104
218,0.4376305647457625
219,0.43716693751416413
220,0.4367052961663752
221,0.43624562855263826
222,0.43578792261290517
223,0.4353321663761271
224,0.4348783479595509
225,0.43442645556801907
226,0.4339764774932757
227,0.4335284021132775
228,0.4330822178915086
229,0.4326379133763021
230,0.4321954772001647
231,0.4317548980791085
232,0.43131616481198504
233,0.4308792662798263
234,0.4304441914451904
235,0.4300109293515106
236,0.42957946912245093
237,0.42914979996126645
238,0.42872191115016656
239,0.4282957920496856
240,0.42787143209805634
241,0.42744882081058916
242,0.4270279477790557
243,0.42660880267107715
244,0.42619137522951694
245,0.4257756552718799
246,0.4253616326897119
247,0.4249492974480099
248,0.4245386395846316
249,0.42412964920971213
250,0.42372231650508446
251,0.4233166317237056
252,0.4229125851890852
253,0.42251016729471985
254,0.422109368503533
255,0.4217101793473165
256,0.4213125904261791
257,0.4209165924079978
258,0.42052217602787434
259,0.4201293320875963
260,0.4197380514551004
261,0.4193483250639435
262,0.41896014391277503
263,0.4185734990648144
264,0.41818838164733335
265,0.41780478285114175
266,0.4174226939300783
267,0.41704210620050325
268,0.4166630110407987
269,0.4162853998908699
270,0.4159092642516514
271,0.415534595684619
272,0.4151613858113028
273,0.414789626312806
274,0.41441930892932777
275,0.4140504254596891
276,0.4136829677608633
277,0.4133169277475092
278,0.41295229739151035
279,0.4125890687215153
280,0.41222723382248383
281,0.41186678483523637
282,0.411507713956006
283,0.41115001343599544
284,0.410793675580938
285,0.4104386927506604
286,0.4100850573586511
287,0.4097327618716307
288,0.40938179880912784
289,0.4090321607430558
290,0.4086838402972953
291,0.4083368301472801
292,0.4079911230195842
293,0.4076467116915146
294,0.4073035889907086
295,0.4069617477947295
296,0.40662118103067124
297,0.40628188167476287
298,0.40594384275197837
299,0.40560705733564767
300,0.405271518547073
301,0.40493721955514705
302,0.4046041535759751
303,0.4042723138725
304,0.4039416937541303
305,0.40361228657637127
306,0.40328408574046015
307,0.4029570846930028
308,0.4026312769256149
309,0.4023066559745649
310,0.4019832154204214
311,0.40166094888770215
312,0.40133985004452677
313,0.40101991260227193
314,0.4007011303152306
315,0.40038349698027226
316,0.4000670064365082
317,0.3997516525649572
318,0.3994374292882161
319,0.3991243305701327
320,0.39881235041548024
321,0.39850148286963616
322,0.39819172201826314
323,0.3978830619869917
324,0.3975754969411075
325,0.39726902108523937
326,0.39696362866305135
327,0.3966593139569372
328,0.39635607128771566
329,0.3960538950143316
330,0.39575277953355664
331,0.39545271927969394
332,0.3951537087242853
333,0.39485574237582
334,0.3945588147794469
335,0.39426292051668915
336,0.3939680542051605
337,0.3936742104982842
338,0.39338138408501494
339,0.39308956968956266
340,0.39279876207111825
341,0.3925089560235832
342,0.39222014637529873
343,0.3919323279887808
344,0.39164549576045404
345,0.39135964462039013
346,0.39107476953204723
347,0.3907908654920128
348,0.3905079275297464
349,0.39022595070732763
350,0.38994493011920384
351,0.38966486089194113
352,0.38938573818397687
353,0.3891075571853749
354,0.38883031311758226
355,0.38855400123318845
356,0.38827861681568643
357,0.3880041551792355
358,0.3877306116684266
359,0.3874579816580497
360,0.38718626055286187
361,0.3869154437873594
362,0.3866455268255502
363,0.38637650516072874
364,0.38610837431525274
365,0.3858411298403219
366,0.3855747673157586
367,0.3853092823497899
368,0.38504467057883174
369,0.3847809276672756
370,0.38451804930727573
371,0.38425603121853863
372,0.38399486914811526
373,0.3837345588701932
374,0.38347509618589243
375,0.3832164769230611
376,0.38295869693607465
377,0.38270175210563534
378,0.3824456383385742
379,0.3821903515676541
380,0.38193588775137527
381,0.38168224287378133
382,0.38142941294426813
383,0.3811773939973932
384,0.3809261820926879
385,0.3806757733144696
386,0.38042616377165717
387,0.3801773495975862
388,0.37992932694982784
389,0.37968209201000697
390,0.3794356409836241
391,0.37918997009987626
392,0.37894507561148233
393,0.3787009537945066
394,0.37845760094818665
395,0.37821501339476105
396,0.3779731874792989
397,0.3777321195695309
398,0.37749180605568144
399,0.37725224335030255
400,0.3770134278881096
401,0.37677535612581664
402,0.37653802454197544
403,0.37630142963681423
404,0.37606556793207796
405,0.37583043597087046
406,0.37559603031749833
407,0.375362347557314
408,0.3751293842965627
409,0.3748971371622291
410,0.37466560280188566
411,0.37443477788354207
412,0.37420465909549605
413,0.37397524314618613
414,0.3737465267640438
415,0.37351850669734865
416,0.3732911797140842
417,0.37306454260179406
418,0.37283859216744086
419,0.37261332523726465
420,0.37238873865664396
421,0.3721648292899568
422,0.3719415940204436
423,0.3717190297500711
424,0.37149713339939644
425,0.37127590190743454
426,0.3710553322315239
427,0.3708354213471956
428,0.3706161662480423
429,0.3703975639455883
430,0.3701796114691615
431,0.36996230586576556
432,0.36974564419995304
433,0.3695296235537003
434,0.3693142410262833
435,0.3690994937341535
436,0.3688853788108159
437,0.3686718934067072
438,0.3684590346890757
439,0.36824679984186154
440,0.3680351860655783
441,0.3678241905771953
442,0.3676138106100214
443,0.36740404341358884
444,0.3671948862535385
445,0.3669863364115064
446,0.3667783911850111
447,0.3665710478873405
448,0.36636430384744245
449,0.3661581564098128
450,0.3659526029343877
451,0.365747640796434
452,0.36554326738644255
453,0.36533948011002093
454,0.36513627638778773
455,0.364933653655268
456,0.3647316093627883
457,0.36453014097537434
458,0.36432924597264765
459,0.36412892184872464
460,0.36392916611211495
461,0.36372997628562254
462,0.36353134990624514
463,0.36333328452507657
464,0.3631357777072091
465,0.3629388270316365
466,0.36274243009115714
467,0.3625465844922799
468,0.3623512878551285
469,0.36215653781334867
470,0.36196233201401357
471,0.361768668117533
472,0.36157554379756063
473,0.3613829567409038
474,0.36119090464743264
475,0.3609993852299913
476,0.36080839621430827
477,0.3606179353389094
478,0.3604280003550297
479,0.3602385890265266
480,0.3600496991297944
481,0.3598613284536789
482,0.35967347479939216
483,0.35948613598042883
484,0.35929930982248304
485,0.3591129941633653
486,0.35892718685292047
487,0.35874188575294674
488,0.35855708873711406
489,0.35837279369088504
490,0.35818899851143465
491,0.358005701107571
492,0.35782289939965833
493,0.3576405913195383
494,0.3574587748104526
495,0.3572774478269676
496,0.35709660833489787
497,0.35691625431123053
498,0.3567363837440507
499,0.3565569946324682
500,0.3563780849865426
501,0.35619965282721094
502,0.3560216961862158
503,0.3558442131060321
504,0.35566720163979687
505,0.35549065985123823
506,0.3553145858146048
507,0.3551389776145962
508,0.3549638333462938
509,0.35478915111509274
510,0.35461492903663244
511,0.3544411652367306
512,0.3542678578513147
513,0.3540950050263566
514,0.35392260491780564
515,0.3537506556915234
516,0.35357915552321906
517,0.3534081025983842
518,0.35323749511222874
519,0.35306733126961803
520,0.3528976092850092
521,0.35272832738238846
522,0.35255948379520974
523,0.3523910767663317
524,0.35222310454795774
525,0.3520555654015747
526,0.3518884575978925
527,0.35172177941678484
528,0.35155552914722904
529,0.3513897050872478
530,0.3512243055438504
531,0.35105932883297425
532,0.3508947732794285
533,0.35073063721683523
534,0.35056691898757414
535,0.3504036169427253
536,0.3502407294420135
537,0.35007825485375305
538,0.3499161915547924
539,0.3497545379304593
540,0.349593292374507
541,0.34943245328906003
542,0.3492720190845613
543,0.34911198817971817
544,0.34895235900145033
545,0.34879312998483764
546,0.3486342995730679
547,0.34847586621738585
548,0.34831782837704145
549,0.3481601845192393
550,0.3480029331190886
551,0.3478460726595529
552,0.34768960163140045
553,0.34753351853315506
554,0.34737782187104727
555,0.34722251015896566
556,0.3470675819184085
557,0.34691303567843634
558,0.3467588699756244
559,0.346605083354015
560,0.34645167436507157
561,0.34629864156763174
562,0.346145983527861
563,0.3459936988192075
564,0.34584178602235605
565,0.3456902437251835
566,0.34553907052271415
567,0.345388265017074
568,0.3452378258174484
569,0.34508775154003707
570,0.34493804080801094
571,0.344788692251469
572,0.3446397045073957
573,0.3444910762196176
574,0.3443428060387619
575,0.34419489262221453
576,0.34404733463407794
577,0.34390013074513026
578,0.34375327963278374
579,0.34360677998104455
580,0.34346063048047254
581,0.34331482982814004
582,0.3431693767275928
583,0.34302426988881046
584,0.34287950802816686
585,0.34273508986839096
586,0.3425910141385288
587,0.34244727957390425
588,0.3423038849160809
589,0.34216082891282484
590,0.3420181103180662
591,0.34187572789186205
592,0.3417336804003599
593,0.3415919666157594
594,0.3414505853162773
595,0.3413095352861103
596,0.3411688153153989
597,0.34102842420019236
598,0.34088836074241174
599,0.34074862374981607
600,0.3406092120359666
601,0.340470124420192
602,0.34033135972755324
603,0.3401929167888105
604,0.3400547944403884
605,0.33991699152434185
606,0.3397795068883227
607,0.3396423393855468
608,0.33950548787476015
609,0.3393689512202062
610,0.33923272829159373
611,0.33909681796406344
612,0.3389612191181566
613,0.3388259306397825
614,0.33869095142018674
615,0.33855628035591984
616,0.3384219163488059
617,0.3382878583059117
618,0.33815410513951444
619,0.3380206557670733
620,0.3378875091111972
621,0.33775466409961524
622,0.3376221196651461
623,0.3374898747456694
624,0.3373579282840942
625,0.3372262792283316
626,0.33709492653126355
627,0.33696386915071563
628,0.3368331060494266
629,0.3367026361950209
630,0.33657245855997964
631,0.33644257212161266
632,0.3363129758620299
633,0.3361836687681145
634,0.33605464983149425
635,0.33592591804851435
636,0.3357974724202105
637,0.335669311952281
638,0.3355414356550608
639,0.3354138425434938
640,0.3352865316371073
641,0.3351595019599845
642,0.3350327525407389
643,0.33490628241248843
644,0.3347800906128295
645,0.33465417618381077
646,0.33452853817190836
647,0.3344031756280003
648,0.3342780876073412
649,0.33415327316953736
650,0.33402873137852196
651,0.33390446130253054
652,0.3337804620140762
653,0.3336567325899253
654,0.3335332721110742
655,0.3334100796627233
656,0.33328715433425543
657,0.3331644952192109
658,0.3330421014152634
659,0.33291997202419893
660,0.3327981061518899
661,0.3326765029082738
662,0.33255516140732966
663,0.33243408076705533
664,0.33231326010944523
665,0.3321926985604673
666,0.3320723952500414
667,0.33195234931201656
668,0.3318325598841493
669,0.3317130261080817
670,0.3315937471293193
671,0.33147472209721085
672,0.3313559501649248
673,0.33123743048943
674,0.3311191622314728
675,0.3310011445555579
676,0.3308833766299257
677,0.3307658576265327
678,0.330648586721031
679,0.3305315630927463
680,0.33041478592465995
681,0.33029825440338617
682,0.3301819677191545
683,0.3300659250657879
684,0.32995012564068377
685,0.32983456864479443
686,0.32971925328260715
687,0.32960417876212506
688,0.32948934429484744
689,0.32937474909575115
690,0.329260392383271
691,0.32914627337928126
692,0.3290323913090765
693,0.3289187454013534
694,0.3288053348881914
695,0.32869215900503507
696,0.3285792169906756
697,0.328466508087232
698,0.3283540315401339
699,0.32824178659810294
700,0.3281297725131352
701,0.3280179885404834
702,0.3279064339386392
703,0.3277951079693161
704,0.32768400989743107
705,0.32757313899108853
706,0.32746249452156206
707,0.327352075763278
708,0.32724188199379844
709,0.327131912493804
710,0.3270221665470775
711,0.3269126434404868
712,0.326803342463969
713,0.3266942629105134
714,0.3265854040761454
715,0.32647676525991026
716,0.3263683457638569
717,0.3262601448930224
718,0.3261521619554151
719,0.3260443962619996
720,0.32593684712668103
721,0.3258295138662886
722,0.32572239580056134
723,0.3256154922521315
724,0.32550880254650993
725,0.32540232601207103
726,0.3252960619800366
727,0.3251900097844618
728,0.32508416876221985
729,0.3249785382529874
730,0.32487311759922916
731,0.3247679061461841
732,0.32466290324184977
733,0.3245581082369693
734,0.32445352048501586
735,0.3243491393421782
736,0.3242449641673475
737,0.32414099432210264
738,0.3240372291706959
739,0.3239336680800392
740,0.32383031041969096
741,0.32372715556184095
742,0.3236242028812979
743,0.323521451755475
744,0.3234189015643767
745,0.3233165516905856
746,0.32321440151924824
747,0.3231124504380628
748,0.3230106978372654
749,0.3229091431096166
750,0.3228077856503894
751,0.32270662485735535
752,0.322605660130772
753,0.32250489087337014
754,0.32240431649034124
755,0.3223039363893244
756,0.3222037499803942
757,0.3221037566760476
758,0.32200395589119274
759,0.32190434704313503
760,0.3218049295515663
761,0.3217057028385515
762,0.3216066663285172
763,0.3215078194482399
764,0.321409161626833
765,0.32131069229573567
766,0.32121241088870106
767,0.32111431684178426
768,0.3210164095933306
769,0.32091868858396433
770,0.3208211532565767
771,0.3207238030563148
772,0.32062663743057035
773,0.3205296558289676
774,0.3204328577033527
775,0.3203362425077826
776,0.32023980969851334
777,0.32014355873398964
778,0.32004748907483305
779,0.31995160018383206
780,0.3198558915259305
781,0.31976036256821716
782,0.3196650127799146
783,0.31956984163236873
784,0.31947484859903846
785,0.3193800331554847
786,0.3192853947793601
787,0.31919093295039863
788,0.3190966471504051
789,0.3190025368632452
790,0.3189086015748347
791,0.3188148407731298
792,0.3187212539481168
793,0.3186278405918018
794,0.31853460019820157
795,0.31844153226333205
796,0.31834863628520016
797,0.3182559117637929
798,0.31816335820106817
799,0.31807097510094445
800,0.31797876196929165
801,0.3178867183139216
802,0.317794843644578
803,0.3177031374729273
804,0.3176115993125492
805,0.31752022867892715
806,0.3174290250894394
807,0.31733798806334923
808,0.3172471171217963
809,0.317156411787787
810,0.3170658715861854
811,0.3169754960437047
812,0.3168852846888976
813,0.3167952370521478
814,0.3167053526656609
815,0.31661563106345536
816,0.31652607178135445
817,0.3164366743569765
818,0.316347438329727
819,0.3162583632407896
820,0.31616944863311763
821,0.31608069405142564
822,0.3159920990421805
823,0.31590366315359353
824,0.3158153859356117
825,0.3157272669399095
826,0.31563930571988047
827,0.31555150183062924
828,0.31546385482896283
829,0.315376364273383
830,0.3152890297240779
831,0.31520185074291396
832,0.315114826893428
833,0.3150279577408193
834,0.3149412428519415
835,0.31485468179529474
836,0.31476827414101793
837,0.31468201946088104
838,0.3145959173282769
839,0.3145099673182143
840,0.3144241690073094
841,0.31433852197377893
842,0.3142530257974318
843,0.3141676800596625
844,0.3140824843434429
845,0.3139974382333149
846,0.3139125413153835
847,0.3138277931773087
848,0.3137431934082989
849,0.3136587415991031
850,0.3135744373420041
851,0.3134902802308105
852,0.3134062698608507
853,0.31332240582896487
854,0.3132386877334982
855,0.313155115174294
856,0.3130716877526863
857,0.31298840507149306
858,0.3129052667350098
859,0.31282227234900173
860,0.3127394215206975
861,0.3126567138587824
862,0.3125741489733916
863,0.312491726476103
864,0.31240944597993103
865,0.3123273070993198
866,0.3122453094501363
867,0.3121634526496642
868,0.312081736316597
869,0.3120001600710317
870,0.311918723534462
871,0.31183742632977246
872,0.31175626808123136
873,0.31167524841448496
874,0.3115943669565508
875,0.31151362333581156
876,0.31143301718200855
877,0.31135254812623603
878,0.3112722158009342
879,0.311192019839884
880,0.31111195987819995
881,0.31103203555232495
882,0.3109522465000238
883,0.3108725923603769
884,0.310793072773775
885,0.3107136873819125
886,0.31063443582778194
887,0.31055531775566786
888,0.31047633281114123
889,0.31039748064105327
890,0.3103187608935299
891,0.31024017321796615
892,0.31016171726501945
893,0.31008339268660523
894,0.31000519913589036
895,0.309927136267288
896,0.30984920373645136
897,0.309771401200269
898,0.3096937283168583
899,0.30961618474556074
900,0.3095387701469359
901,0.3094614841827562
902,0.3093843265160015
903,0.30930729681085334
904,0.3092303947326904
905,0.30915361994808177
906,0.30907697212478313
907,0.30900045093173056
908,0.3089240560390351
909,0.30884778711797856
910,0.30877164384100697
911,0.3086956258817264
912,0.30861973291489747
913,0.3085439646164301
914,0.3084683206633785
915,0.3083928007339363
916,0.308317404507431
917,0.30824213166431974
918,0.3081669818861833
919,0.30809195485572205
920,0.30801705025675047
921,0.3079422677741924
922,0.30786760709407623
923,0.3077930679035298
924,0.30771864989077574
925,0.3076443527451268
926,0.30757017615698057
927,0.30749611981781544
928,0.3074221834201851
929,0.3073483666577143
930,0.30727466922509433
931,0.3072010908180776
932,0.3071276311334738
933,0.30705428986914485
934,0.3069810667240005
935,0.3069079613979936
936,0.30683497359211576
937,0.30676210300839246
938,0.3066893493498792
939,0.3066167123206564
940,0.3065441916258252
941,0.306471786971503
942,0.30639949806481925
943,0.30632732461391066
944,0.3062552663279174
945,0.30618332291697814
946,0.3061114940922264
947,0.3060397795657854
948,0.3059681790507648
949,0.3058966922612556
950,0.30582531891232656
951,0.3057540587200197
952,0.30568291140134574
953,0.3056118766742809
954,0.3055409542577617
955,0.30547014387168164
956,0.30539944523688667
957,0.3053288580751714
958,0.3052583821092746
959,0.30518801706287585
960,0.3051177626605909
961,0.3050476186279679
962,0.3049775846914835
963,0.304907660578539
964,0.304837846017456
965,0.30476814073747305
966,0.3046985444687411
967,0.3046290569423204
968,0.304559677890176
969,0.30449040704517416
970,0.30442124414107874
971,0.304352188912547
972,0.30428324109512594
973,0.30421440042524905
974,0.30414566664023185
975,0.3040770394782684
976,0.3040085186784281
977,0.30394010398065113
978,0.3038717951257456
979,0.30380359185538336
980,0.30373549391209664
981,0.30366750103927453
982,0.303599612981159
983,0.30353182948284185
984,0.3034641502902605
985,0.30339657515019547
986,0.3033291038102655
987,0.30326173601892525
988,0.3031944715254612
989,0.3031273100799885
990,0.30306025143344717
991,0.302993295337599
992,0.3029264415450238
993,0.30285968980911654
994,0.30279303988408335
995,0.30272649152493875
996,0.30266004448750156
997,0.30259369852839235
998,0.30252745340502973
999,0.3024613088756271
1000,0.30239526469918926
1001,0.30232932063550966
1002,0.30226347644516627
1003,0.3021977318895191
1004,0.3021320867307068
1005,0.3020665407316433
1006,0.30200109365601463
1007,0.30193574526827605
1008,0.3018704953336485
1009,0.30180534361811584
1010,0.3017402898884212
1011,0.3016753339120647
1012,0.30161047545729947
1013,0.30154571429312926
1014,0.3014810501893048
1015,0.3014164829163214
1016,0.3013520122454154
1017,0.3012876379485613
1018,0.3012233597984688
1019,0.3011591775685798
1020,0.3010950910330655
1021,0.3010310999668233
1022,0.3009672041454739
1023,0.3009034033453586
1024,0.3008396973435359
1025,0.3007760859177791
1026,0.3007125688465732
1027,0.30064914590911174
1028,0.30058581688529473
1029,0.3005225815557248
1030,0.30045943970170513
1031,0.3003963911052363
1032,0.30033343554901376
1033,0.3002705728164246
1034,0.30020780269154507
1035,0.3001451249591377
1036,0.30008253940464885
1037,0.30002004581420566
1038,0.29995764397461316
1039,0.299895333673352
1040,0.29983311469857576
1041,0.2997709868391075
1042,0.29970894988443825
1043,0.29964700362472335
1044,0.2995851478507805
1045,0.29952338235408643
1046,0.29946170692677515
1047,0.2994001213616345
1048,0.2993386254521042
1049,0.2992772189922729
1050,0.2992159017768754
1051,0.2991546736012908
1052,0.29909353426153956
1053,0.29903248355428064
1054,0.29897152127680937
1055,0.2989106472270551
1056,0.29884986120357826
1057,0.298789163005568
1058,0.2987285524328399
1059,0.29866802928583347
1060,0.29860759336560944
1061,0.2985472444738477
1062,0.2984869824128444
1063,0.29842680698551
1064,0.2983667179953666
1065,0.2983067152465458
1066,0.2982467985437857
1067,0.2981869676924295
1068,0.2981272224984221
1069,0.2980675627683086
1070,0.29800798830923136
1071,0.2979484989289281
1072,0.2978890944357293
1073,0.29782977463855603
1074,0.2977705393469176
1075,0.2977113883709093
1076,0.2976523215212101
1077,0.29759333860908044
1078,0.29753443944636
1079,0.2974756238454652
1080,0.2974168916193875
1081,0.29735824258169047
1082,0.29729967654650813
1083,0.2972411933285426
1084,0.29718279274306186
1085,0.2971244746058977
1086,0.2970662387334432
1087,0.2970080849426509
1088,0.2969500130510307
1089,0.29689202287664745
1090,0.29683411423811895
1091,0.29677628695461383
1092,0.29671854084584953
1093,0.2966608757320901
1094,0.29660329143414377
1095,0.2965457877733616
1096,0.2964883645716351
1097,0.2964310216513937
1098,0.2963737588356032
1099,0.2963165759477637
1100,0.29625947281190773
1101,0.29620244925259726
1102,0.29614550509492304
1103,0.29608864016450154
1104,0.2960318542874737
1105,0.29597514729050234
1106,0.29591851900077043
1107,0.2958619692459793
1108,0.29580549785434646
1109,0.29574910465460347
1110,0.2956927894759944
1111,0.2956365521482738
1112,0.2955803925017046
1113,0.2955243103670561
1114,0.2954683055756025
1115,0.2954123779591206
1116,0.295356527349888
1117,0.2953007535806814
1118,0.29524505648477456
1119,0.29518943589593644
1120,0.2951338916484292
1121,0.2950784235770068
1122,0.29502303151691267
1123,0.29496771530387816
1124,0.2949124747741207
1125,0.29485730976434177
1126,0.2948022201117253
1127,0.2947472056539359
1128,0.2946922662291169
1129,0.2946374016758886
1130,0.2945826118333466
1131,0.2945278965410601
1132,0.2944732556390697
1133,0.29441868896788626
1134,0.29436419636848876
1135,0.2943097776823226
1136,0.2942554327512979
1137,0.294201161417788
1138,0.2941469635246274
1139,0.2940928389151104
1140,0.2940387874329888
1141,0.29398480892247103
1142,0.29393090322821985
1143,0.2938770701953509
1144,0.2938233096694314
1145,0.29376962149647734
1146,0.2937160055229533
1147,0.2936624615957697
1148,0.2936089895622817
1149,0.2935555892702873
1150,0.29350226056802614
1151,0.2934490033041772
1152,0.29339581732785774
1153,0.29334270248862176
1154,0.29328965863645773
1155,0.29323668562178773
1156,0.29318378329546557
1157,0.2931309515087751
1158,0.29307819011342884
1159,0.2930254989615664
1160,0.29297287790575277
1161,0.29292032679897706
1162,0.2928678454946505
1163,0.29281543384660547
1164,0.29276309170909337
1165,0.2927108189367837
1166,0.29265861538476223
1167,0.2926064809085292
1168,0.29255441536399845
1169,0.2925024186074958
1170,0.29245049049575683
1171,0.2923986308859263
1172,0.29234683963555635
1173,0.29229511660260477
1174,0.2922434616454341
1175,0.29219187462280943
1176,0.2921403553938978
1177,0.292088903818266
1178,0.29203751975587966
1179,0.29198620306710155
1180,0.29193495361269
1181,0.2918837712537981
1182,0.2918326558519717
1183,0.291781607269148
1184,0.29173062536765465
1185,0.29167971001020804
1186,0.2916288610599115
1187,0.2915780783802549
1188,0.29152736183511246
1189,0.29147671128874164
1190,0.29142612660578154
1191,0.29137560765125214
1192,0.29132515429055245
1193,0.2912747663894592
1194,0.2912244438141257
1195,0.29117418643108034
1196,0.2911239941072253
1197,0.2910738667098352
1198,0.29102380410655593
1199,0.29097380616540325
1200,0.2909238727547612
1201,0.2908740037433814
1202,0.2908241990003812
1203,0.29077445839524263
1204,0.29072478179781114
1205,0.2906751690782941
1206,0.29062562010726006
1207,0.2905761347556368
1208,0.2905267128947104
1209,0.290477354396124
1210,0.2904280591318766
1211,0.29037882697432166
1212,0.2903296577961659
1213,0.29028055147046805
1214,0.2902315078706377
1215,0.29018252687043405
1216,0.2901336083439647
1217,0.290084752165684
1218,0.2900359582103931
1219,0.2899872263532368
1220,0.2899385564697043
1221,0.28988994843562665
1222,0.28984140212717624
1223,0.28979291742086544
1224,0.28974449419354525
1225,0.28969613232240415
1226,0.28964783168496755
1227,0.2895995921590955
1228,0.2895514136229826
1229,0.2895032959551562
1230,0.28945523903447545
1231,0.2894072427401303
1232,0.2893593069516399
1233,0.289311431548852
1234,0.2892636164119416
1235,0.28921586142140954
1236,0.289168166458082
1237,0.2891205314031086
1238,0.2890729561379623
1239,0.2890254405444371
1240,0.2889779845046477
1241,0.2889305879010285
1242,0.2888832506163319
1243,0.28883597253362786
1244,0.2887887535363021
1245,0.28874159350805595
1246,0.2886944923329041
1247,0.28864744989517477
1248,0.28860046607950757
1249,0.2885535407708533
1250,0.2885066738544721
1251,0.2884598652159331
1252,0.2884131147411129
1253,0.2883664223161948
1254,0.2883197878276675
1255,0.28827321116232424
