gemini_id,Degree,datamations_x,datamations_y,datamations_y_tooltip,datamations_y_raw,Lower,Upper
32,Masters,1,90.2263340061763,90.2263340061763,91.4698466714472,89.9152330064628,90.5374350058899
33,Masters,1,90.2263340061763,90.2263340061763,91.0579056167044,89.9152330064628,90.5374350058899
34,Masters,1,90.2263340061763,90.2263340061763,90.9434416298755,89.9152330064628,90.5374350058899
35,Masters,1,90.2263340061763,90.2263340061763,91.1740557027515,89.9152330064628,90.5374350058899
36,Masters,1,90.2263340061763,90.2263340061763,91.2401522365399,89.9152330064628,90.5374350058899
37,Masters,1,90.2263340061763,90.2263340061763,90.5011388328858,89.9152330064628,90.5374350058899
38,Masters,1,90.2263340061763,90.2263340061763,85.3303201349918,89.9152330064628,90.5374350058899
39,Masters,1,90.2263340061763,90.2263340061763,90.6040293425322,89.9152330064628,90.5374350058899
40,Masters,1,90.2263340061763,90.2263340061763,85.4951418309938,89.9152330064628,90.5374350058899
41,Masters,1,90.2263340061763,90.2263340061763,91.4005046924576,89.9152330064628,90.5374350058899
42,Masters,1,90.2263340061763,90.2263340061763,91.1476999609731,89.9152330064628,90.5374350058899
43,Masters,1,90.2263340061763,90.2263340061763,90.7045878821518,89.9152330064628,90.5374350058899
44,Masters,1,90.2263340061763,90.2263340061763,90.6188371984754,89.9152330064628,90.5374350058899
45,Masters,1,90.2263340061763,90.2263340061763,90.5633510330226,89.9152330064628,90.5374350058899
46,Masters,1,90.2263340061763,90.2263340061763,90.5981954357121,89.9152330064628,90.5374350058899
47,Masters,1,90.2263340061763,90.2263340061763,91.1700340267271,89.9152330064628,90.5374350058899
48,Masters,1,90.2263340061763,90.2263340061763,90.7472879537381,89.9152330064628,90.5374350058899
49,Masters,1,90.2263340061763,90.2263340061763,92.0161147855688,89.9152330064628,90.5374350058899
50,Masters,1,90.2263340061763,90.2263340061763,92.2819435379934,89.9152330064628,90.5374350058899
51,Masters,1,90.2263340061763,90.2263340061763,91.5201518230606,89.9152330064628,90.5374350058899
52,Masters,1,90.2263340061763,90.2263340061763,92.2406232669018,89.9152330064628,90.5374350058899
53,Masters,1,90.2263340061763,90.2263340061763,84.5408536496107,89.9152330064628,90.5374350058899
54,Masters,1,90.2263340061763,90.2263340061763,91.6161431246437,89.9152330064628,90.5374350058899
55,Masters,1,90.2263340061763,90.2263340061763,92.0414693744387,89.9152330064628,90.5374350058899
56,Masters,1,90.2263340061763,90.2263340061763,92.2921498068608,89.9152330064628,90.5374350058899
57,Masters,1,90.2263340061763,90.2263340061763,91.6981512298808,89.9152330064628,90.5374350058899
58,Masters,1,90.2263340061763,90.2263340061763,91.8960476492066,89.9152330064628,90.5374350058899
59,Masters,1,90.2263340061763,90.2263340061763,92.4187721665949,89.9152330064628,90.5374350058899
60,Masters,1,90.2263340061763,90.2263340061763,91.8766731780488,89.9152330064628,90.5374350058899
61,Masters,1,90.2263340061763,90.2263340061763,92.3804325407837,89.9152330064628,90.5374350058899
62,Masters,1,90.2263340061763,90.2263340061763,92.1729675922543,89.9152330064628,90.5374350058899
63,Masters,1,90.2263340061763,90.2263340061763,92.1522822889965,89.9152330064628,90.5374350058899
64,Masters,1,90.2263340061763,90.2263340061763,85.4612494898029,89.9152330064628,90.5374350058899
65,Masters,1,90.2263340061763,90.2263340061763,92.1945560907479,89.9152330064628,90.5374350058899
66,Masters,1,90.2263340061763,90.2263340061763,91.5597189620603,89.9152330064628,90.5374350058899
67,Masters,1,90.2263340061763,90.2263340061763,91.992212592857,89.9152330064628,90.5374350058899
68,Masters,1,90.2263340061763,90.2263340061763,92.4685412924737,89.9152330064628,90.5374350058899
69,Masters,1,90.2263340061763,90.2263340061763,91.9892992568202,89.9152330064628,90.5374350058899
70,Masters,1,90.2263340061763,90.2263340061763,91.9956347632688,89.9152330064628,90.5374350058899
71,Masters,1,90.2263340061763,90.2263340061763,92.3084856946953,89.9152330064628,90.5374350058899
72,Masters,1,90.2263340061763,90.2263340061763,91.7435715948232,89.9152330064628,90.5374350058899
73,PhD,2,88.2456061263219,88.2456061263219,84.4868333523627,87.5297479964919,88.961464256152
74,PhD,2,88.2456061263219,88.2456061263219,83.8469139884692,87.5297479964919,88.961464256152
75,PhD,2,88.2456061263219,88.2456061263219,83.7531382157467,87.5297479964919,88.961464256152
76,PhD,2,88.2456061263219,88.2456061263219,85.2683244312648,87.5297479964919,88.961464256152
77,PhD,2,88.2456061263219,88.2456061263219,91.4052118111867,87.5297479964919,88.961464256152
78,PhD,2,88.2456061263219,88.2456061263219,85.3309176496696,87.5297479964919,88.961464256152
79,PhD,2,88.2456061263219,88.2456061263219,92.3489408034366,87.5297479964919,88.961464256152
80,PhD,2,88.2456061263219,88.2456061263219,84.7384647994768,87.5297479964919,88.961464256152
81,PhD,2,88.2456061263219,88.2456061263219,85.0068552203011,87.5297479964919,88.961464256152
82,PhD,2,88.2456061263219,88.2456061263219,85.1630066898651,87.5297479964919,88.961464256152
83,PhD,2,88.2456061263219,88.2456061263219,85.3773716066498,87.5297479964919,88.961464256152
84,PhD,2,88.2456061263219,88.2456061263219,85.0828845105134,87.5297479964919,88.961464256152
85,PhD,2,88.2456061263219,88.2456061263219,86.0538539250847,87.5297479964919,88.961464256152
86,PhD,2,88.2456061263219,88.2456061263219,93.1602621641941,87.5297479964919,88.961464256152
87,PhD,2,88.2456061263219,88.2456061263219,85.9106459924951,87.5297479964919,88.961464256152
88,PhD,2,88.2456061263219,88.2456061263219,93.4098555028904,87.5297479964919,88.961464256152
89,PhD,2,88.2456061263219,88.2456061263219,86.0406335154548,87.5297479964919,88.961464256152
90,PhD,2,88.2456061263219,88.2456061263219,93.0570627038833,87.5297479964919,88.961464256152
91,PhD,2,88.2456061263219,88.2456061263219,86.4447282091714,87.5297479964919,88.961464256152
92,PhD,2,88.2456061263219,88.2456061263219,92.7338204937987,87.5297479964919,88.961464256152
93,PhD,2,88.2456061263219,88.2456061263219,86.3678887020797,87.5297479964919,88.961464256152
94,PhD,2,88.2456061263219,88.2456061263219,87.049029128626,87.5297479964919,88.961464256152
95,PhD,2,88.2456061263219,88.2456061263219,93.1600916916505,87.5297479964919,88.961464256152
96,PhD,2,88.2456061263219,88.2456061263219,86.6827135430649,87.5297479964919,88.961464256152
97,PhD,2,88.2456061263219,88.2456061263219,93.7030599385034,87.5297479964919,88.961464256152
98,PhD,2,88.2456061263219,88.2456061263219,87.4391794742551,87.5297479964919,88.961464256152
99,PhD,2,88.2456061263219,88.2456061263219,93.833772216225,87.5297479964919,88.961464256152
100,PhD,2,88.2456061263219,88.2456061263219,94.0215112566948,87.5297479964919,88.961464256152
