dt,Total Motor Gasoline
2014-04-13T00:00:00,-5.163036125016907
2014-04-20T00:00:00,-3.578479536459711
2014-04-27T00:00:00,-2.0427439069560682
2014-05-04T00:00:00,-0.8806271329867887
2014-05-11T00:00:00,-2.4138342935376977
2014-05-18T00:00:00,-3.307549042265401
2014-05-25T00:00:00,-3.462263246989694
2014-06-01T00:00:00,-3.2047971407286213
2014-06-08T00:00:00,-3.639441197047999
2014-06-15T00:00:00,-3.364933612353882
2014-06-22T00:00:00,-4.616183263007967
2014-06-29T00:00:00,-4.4352639250297425
2014-07-06T00:00:00,-3.0344571728468717
2014-07-13T00:00:00,-4.2801104947720265
2014-07-20T00:00:00,-2.1657521082741216
2014-07-27T00:00:00,-2.3395267246625884
2014-08-03T00:00:00,-4.360484617551952
2014-08-10T00:00:00,-4.3793553027918986
2014-08-17T00:00:00,-2.3475167238245276
2014-08-24T00:00:00,-2.525090214586756
2014-08-31T00:00:00,-2.7756300147694146
2014-09-07T00:00:00,-2.4222931838544515
2014-09-14T00:00:00,-2.444240757714633
2014-09-21T00:00:00,-2.7336000184983944
2014-09-28T00:00:00,-5.116279069767438
2014-10-05T00:00:00,-4.643917791148766
2014-10-12T00:00:00,-5.3545872467316125
2014-10-19T00:00:00,-5.164637315316655
2014-10-26T00:00:00,-4.982903864054144
2014-11-02T00:00:00,-3.940276904911544
2014-11-09T00:00:00,-2.692664365816122
2014-11-16T00:00:00,-2.0368393080300584
2014-11-23T00:00:00,-1.9847676207479514
2014-11-30T00:00:00,-1.8194057392483143
2014-12-07T00:00:00,-1.088300653893004
2014-12-14T00:00:00,0.6930145224640194
2014-12-21T00:00:00,2.8311926939310172
2014-12-28T00:00:00,3.7749868609434634
2015-01-04T00:00:00,4.495966231786364
2015-01-11T00:00:00,3.0848152628012215
2015-01-18T00:00:00,2.4045225596667663
2015-01-25T00:00:00,1.6588041595932523
2015-02-01T00:00:00,2.4341245621427365
2015-02-08T00:00:00,4.096560245047143
2015-02-15T00:00:00,4.166541706118498
2015-02-22T00:00:00,4.082393755420655
2015-03-01T00:00:00,4.831525441492435
2015-03-08T00:00:00,7.198144490226399
2015-03-15T00:00:00,5.893413825523286
2015-03-22T00:00:00,7.453107303013828
2015-03-29T00:00:00,6.262753682335909
2015-04-05T00:00:00,9.2707521526735
2015-04-12T00:00:00,8.365433085095253
2015-04-19T00:00:00,7.490190849872391
2015-04-26T00:00:00,7.505246440927915
2015-05-03T00:00:00,6.882446758607741
2015-05-10T00:00:00,6.733268050167607
2015-05-17T00:00:00,4.948026506950121
2015-05-24T00:00:00,4.27838827838829
2015-05-31T00:00:00,4.017281677172613
2015-06-07T00:00:00,1.8137360526882862
2015-06-14T00:00:00,1.6554112392482168
2015-06-21T00:00:00,1.6359889662615146
2015-06-28T00:00:00,1.4012220340410497
2015-07-05T00:00:00,1.6941876904269737
2015-07-12T00:00:00,1.640154411353345
2015-07-19T00:00:00,-0.7279536973713863
2015-07-26T00:00:00,-1.060320020528227
2015-08-02T00:00:00,1.3486151443308225
2015-08-09T00:00:00,1.3131849790069205
2015-08-16T00:00:00,-0.23444020368165175
2015-08-23T00:00:00,0.9985210584323223
2015-08-30T00:00:00,1.9862661434721485
2015-09-06T00:00:00,1.0236706172630283
2015-09-13T00:00:00,3.155102544391619
2015-09-20T00:00:00,4.009052699644355
2015-09-27T00:00:00,6.485744982924668
2015-10-04T00:00:00,6.797413053017132
2015-10-11T00:00:00,7.598955623732806
2015-10-18T00:00:00,7.540098055525646
2015-10-25T00:00:00,7.634711378471781
2015-11-01T00:00:00,6.734238699444894
2015-11-08T00:00:00,4.755237884705132
2015-11-15T00:00:00,4.718986896319133
2015-11-22T00:00:00,4.993605394721534
2015-11-29T00:00:00,3.9795365518034975
2015-12-06T00:00:00,0.4101234522337682
2015-12-13T00:00:00,-1.1846099795508547
2015-12-20T00:00:00,-2.4776976253554905
2015-12-27T00:00:00,-3.330306311340858
2016-01-03T00:00:00,-2.178670365950841
2016-01-10T00:00:00,0.04160876114074341
2016-01-17T00:00:00,1.6914187994454766
2016-01-24T00:00:00,4.24864161789078
2016-01-31T00:00:00,5.704491627539787
2016-02-07T00:00:00,5.361698269502613
2016-02-14T00:00:00,6.400227037164985
2016-02-21T00:00:00,6.8508503670619225
2016-02-28T00:00:00,6.218861951178867
2016-03-06T00:00:00,4.4148361841474415
2016-03-13T00:00:00,6.081563296516568
2016-03-20T00:00:00,5.008012477183721
2016-03-27T00:00:00,5.862225480953875
2016-04-03T00:00:00,6.111461436430443
2016-04-10T00:00:00,5.216941015390164
2016-04-17T00:00:00,6.16333980100825
2016-04-24T00:00:00,6.070758097348428
2016-05-01T00:00:00,6.119323069360805
2016-05-08T00:00:00,6.11089056503904
2016-05-15T00:00:00,6.310731637610756
2016-05-22T00:00:00,8.831194731379188
2016-05-29T00:00:00,8.318920710145129
2016-06-05T00:00:00,10.248258601175952
2016-06-12T00:00:00,8.810269312349073
2016-06-19T00:00:00,8.75859291330654
2016-06-26T00:00:00,10.27097357626985
2016-07-03T00:00:00,9.60027896050506
2016-07-10T00:00:00,10.127517086372183
2016-07-17T00:00:00,11.427052268996917
2016-07-24T00:00:00,11.823714118987416
2016-07-31T00:00:00,9.900199784988907
2016-08-07T00:00:00,9.235574201093378
2016-08-14T00:00:00,9.345596736443351
2016-08-21T00:00:00,8.515906992361288
2016-08-28T00:00:00,8.330570640119905
2016-09-04T00:00:00,6.1739385775611
2016-09-11T00:00:00,5.047679944062899
2016-09-18T00:00:00,2.9256340397520564
2016-09-25T00:00:00,2.330075221836858
2016-10-02T00:00:00,1.556359414076458
2016-10-09T00:00:00,1.8969552918636001
2016-10-16T00:00:00,3.7382157026899065
2016-10-23T00:00:00,3.367985840189891
2016-10-30T00:00:00,3.9271501344341875
2016-11-06T00:00:00,3.6193111210110374
2016-11-13T00:00:00,3.4795149682153026
2016-11-20T00:00:00,3.3654467268331434
2016-11-27T00:00:00,4.268053691894114
2016-12-04T00:00:00,5.465121087235181
2016-12-11T00:00:00,4.85951573496699
2016-12-18T00:00:00,3.7374997165468438
2016-12-25T00:00:00,2.584680697317321
2017-01-01T00:00:00,1.4888187727374547
2017-01-08T00:00:00,0.016220667626054563
2017-01-15T00:00:00,0.5824561117074856
2017-01-22T00:00:00,1.9153911479065089
2017-01-29T00:00:00,1.0562148436118024
2017-02-05T00:00:00,0.21904348404306884
2017-02-12T00:00:00,0.14302667640795352
2017-02-19T00:00:00,-0.008578436151085445
2017-02-26T00:00:00,0.35295640204087153
2017-03-05T00:00:00,-0.4507651828812964
2017-03-12T00:00:00,-1.3763635489916548
2017-03-19T00:00:00,-0.6553122730277527
2017-03-26T00:00:00,-1.170432058047488
2017-04-02T00:00:00,-2.006163984950693
2017-04-09T00:00:00,-1.5144247813447587
2017-04-16T00:00:00,-0.8257841611343242
2017-04-23T00:00:00,-0.09035932338274932
2017-04-30T00:00:00,-0.23284187017927893
2017-05-07T00:00:00,0.2153273141450862
2017-05-14T00:00:00,1.0925449871465265
2017-05-21T00:00:00,-0.09537255685910795
2017-05-28T00:00:00,-0.668429588591013
2017-06-04T00:00:00,0.3000471562290219
2017-06-11T00:00:00,2.295319910212479
2017-06-18T00:00:00,1.782174884589982
2017-06-25T00:00:00,0.8259483342957008
2017-07-02T00:00:00,-0.6585006446859443
2017-07-09T00:00:00,-1.8463986271757493
2017-07-16T00:00:00,-4.061825726141077
2017-07-23T00:00:00,-4.66179613339297
2017-07-30T00:00:00,-4.412863680255253
2017-08-06T00:00:00,-1.818313132214311
2017-08-13T00:00:00,-0.6593340468238895
2017-08-20T00:00:00,-1.2002836330819333
2017-08-27T00:00:00,-0.890932914949738
2017-09-03T00:00:00,-0.4631397804146786
2017-09-10T00:00:00,-4.400945874934314
2017-09-17T00:00:00,-3.9843486293947294
2017-09-24T00:00:00,-4.353758863999502
2017-10-01T00:00:00,-3.7241925199533843
2017-10-08T00:00:00,-1.8066518847006718
2017-10-15T00:00:00,-2.48508771929824
2017-10-22T00:00:00,-4.044935865953425
2017-10-29T00:00:00,-4.894908044538981
2017-11-05T00:00:00,-5.171001479885772
2017-11-12T00:00:00,-5.086848075630668
2017-11-19T00:00:00,-6.0488514725969385
2017-11-26T00:00:00,-5.316133254909927
2017-12-03T00:00:00,-3.7752452646069634
2017-12-10T00:00:00,-1.521006759547039
2017-12-17T00:00:00,-0.41663752098489715
2017-12-24T00:00:00,0.5419493446859436
2017-12-31T00:00:00,-0.9611382459120743
2018-01-07T00:00:00,-1.3103342163153453
2018-01-14T00:00:00,-2.2246209784761217
2018-01-21T00:00:00,-3.62530605797331
2018-01-28T00:00:00,-5.844736780688176
2018-02-04T00:00:00,-4.192930211500401
2018-02-11T00:00:00,-3.856204861365764
2018-02-18T00:00:00,-2.769122779651767
2018-02-25T00:00:00,-1.59131498423144
2018-03-04T00:00:00,0.679811016548082
2018-03-11T00:00:00,-0.6175922429439762
2018-03-18T00:00:00,-0.16552483283224229
2018-03-25T00:00:00,-0.05339540549222921
2018-04-01T00:00:00,-0.2618118551419246
2018-04-08T00:00:00,1.1879049676025932
2018-04-15T00:00:00,-0.7173752061664707
2018-04-22T00:00:00,-1.7565476412726544
2018-04-29T00:00:00,-1.3489089341380822
2018-05-06T00:00:00,-2.1892965878829607
2018-05-13T00:00:00,-3.5962255213592087
2018-05-20T00:00:00,-2.4949766968759723
2018-05-27T00:00:00,-1.0939820440124204
2018-06-03T00:00:00,-0.5467072744520518
2018-06-10T00:00:00,-2.343221527445505
2018-06-17T00:00:00,-0.7549634921816262
2018-06-24T00:00:00,0.09295685805819076
2018-07-01T00:00:00,1.0063083905386794
2018-07-08T00:00:00,1.4177445089452512
2018-07-15T00:00:00,1.9986073326961007
2018-07-22T00:00:00,1.4370362647482926
2018-07-29T00:00:00,1.44457767295183
2018-08-05T00:00:00,1.1964362210789004
2018-08-12T00:00:00,0.8666306111411615
2018-08-19T00:00:00,1.925168115109921
2018-08-26T00:00:00,1.23381621922527
2018-09-02T00:00:00,3.475817904365397
2018-09-09T00:00:00,8.043149649580862
2018-09-16T00:00:00,8.31001225801975
2018-09-23T00:00:00,8.462345599469835
2018-09-30T00:00:00,7.438246793583514
2018-10-07T00:00:00,6.659561207807574
2018-10-14T00:00:00,5.317225435605888
2018-10-21T00:00:00,5.745865015285734
2018-10-28T00:00:00,6.257957519180279
2018-11-04T00:00:00,8.821353746593674
2018-11-11T00:00:00,7.6885059710783965
2018-11-18T00:00:00,7.050718612661844
2018-11-25T00:00:00,4.880384115982084
2018-12-02T00:00:00,2.430256879238679
2018-12-09T00:00:00,0.7905679199809335
2018-12-16T00:00:00,1.0185132340868375
2018-12-23T00:00:00,2.0720397243118693
2018-12-30T00:00:00,2.919974098041478
2019-01-06T00:00:00,4.525497004070433
2019-01-13T00:00:00,6.06909546695884
2019-01-20T00:00:00,6.382150467136549
2019-01-27T00:00:00,6.329009336528135
2019-02-03T00:00:00,5.05919160481354
2019-02-10T00:00:00,3.7049379097694235
2019-02-17T00:00:00,3.0132272373603275
2019-02-24T00:00:00,1.2405834395612603
2019-03-03T00:00:00,-0.12548350987335866
2019-03-10T00:00:00,0.5442110165959857
2019-03-17T00:00:00,-0.6426264579433516
2019-03-24T00:00:00,-0.406105353662245
2019-03-31T00:00:00,-0.6868586907752161
2019-04-07T00:00:00,-4.104045033168024
2019-04-14T00:00:00,-3.395390033352119
2019-04-21T00:00:00,-4.63710954490365
2019-04-28T00:00:00,-4.721024632529058
2019-05-05T00:00:00,-4.0953503757357845
2019-05-12T00:00:00,-3.0127492306498804
2019-05-19T00:00:00,-2.204816650063912
2019-05-26T00:00:00,-1.4874312697552905
2019-06-02T00:00:00,-2.0436423270329684
2019-06-09T00:00:00,-0.7813720893889653
2019-06-16T00:00:00,-2.840776537243783
2019-06-23T00:00:00,-3.7193817476243396
2019-06-30T00:00:00,-4.382308889361719
2019-07-07T00:00:00,-4.104654033314226
2019-07-14T00:00:00,-1.3060144509650873
2019-07-21T00:00:00,-0.4188365081540302
2019-07-28T00:00:00,-0.10087977555330863
2019-08-04T00:00:00,0.5575794892845654
2019-08-11T00:00:00,0.2710957070793718
2019-08-18T00:00:00,-0.10924857464750248
2019-08-25T00:00:00,-0.3402441853471605
2019-09-01T00:00:00,-2.1451800578810687
2019-09-08T00:00:00,-2.9529103019048764
2019-09-15T00:00:00,-1.906897288063214
2019-09-22T00:00:00,-2.323489477257301
2019-09-29T00:00:00,-2.229817915917376
2019-10-06T00:00:00,-3.137120403773519
2019-10-13T00:00:00,-3.397307777720837
2019-10-20T00:00:00,-2.7192255701391055
2019-10-27T00:00:00,-2.702403954564958
2019-11-03T00:00:00,-4.732897408572001
2019-11-10T00:00:00,-3.318476677993032
2019-11-17T00:00:00,-1.9834453986640854
2019-11-24T00:00:00,0.6354903785777077
2019-12-01T00:00:00,1.3759116022099338
2019-12-08T00:00:00,2.816451122682717
2019-12-15T00:00:00,3.126425991838433
2019-12-22T00:00:00,2.640000686383015
2019-12-29T00:00:00,1.031683861397692
2020-01-05T00:00:00,1.429884464367781
2020-01-12T00:00:00,1.0650910727212137
2020-01-19T00:00:00,0.16062246018140325
2020-01-26T00:00:00,1.497785375709082
2020-02-02T00:00:00,1.2606003264920007
2020-02-09T00:00:00,1.0638750914630624
2020-02-16T00:00:00,0.8686104957426055
2020-02-23T00:00:00,0.5671900557383758
2020-03-01T00:00:00,0.5320803784391703
2020-03-08T00:00:00,0.36937705717419167
2020-03-15T00:00:00,-0.2832262953255227
2020-03-22T00:00:00,0.27742854748136203
2020-03-29T00:00:00,4.208344064955516
2020-04-05T00:00:00,12.29613012757007
2020-04-12T00:00:00,15.030159461297178
2020-04-19T00:00:00,16.564965947233713
2020-04-26T00:00:00,14.475419307321502
2020-05-03T00:00:00,13.380677170159228
2020-05-10T00:00:00,12.385345563139927
2020-05-17T00:00:00,11.796799860103157
2020-05-24T00:00:00,10.416377996397408
2020-05-31T00:00:00,10.098697837701632
2020-06-07T00:00:00,10.109274497367116
2020-06-14T00:00:00,10.193764712440135
2020-06-21T00:00:00,9.945957584239418
2020-06-28T00:00:00,11.92650543006366
2020-07-05T00:00:00,9.815129130360777
2020-07-12T00:00:00,6.7810373272839675
2020-07-19T00:00:00,6.109854381875568
2020-07-26T00:00:00,7.216937179014882
2020-08-02T00:00:00,5.372238191621448
2020-08-09T00:00:00,5.699863107460645
2020-08-16T00:00:00,4.139751871219111
2020-08-23T00:00:00,3.1023958755420633
2020-08-30T00:00:00,2.2967428327511197
2020-09-06T00:00:00,1.3110299514206947
2020-09-13T00:00:00,0.8006617759104939
2020-09-20T00:00:00,-1.17504474292367
2020-09-27T00:00:00,-0.7800813997982492
2020-10-04T00:00:00,-0.8812613927951629
2020-10-11T00:00:00,-0.47745147015264555
2020-10-18T00:00:00,1.758003352846771
2020-10-25T00:00:00,2.757012955734206
2020-11-01T00:00:00,4.8041467759829315
2020-11-08T00:00:00,2.8600118672691632
2020-11-15T00:00:00,3.2244188257881
2020-11-22T00:00:00,1.8448698545876052
2020-11-29T00:00:00,1.8638577277067414
2020-12-06T00:00:00,1.3166189599945533
2020-12-13T00:00:00,0.6666750949232414
2020-12-20T00:00:00,-0.6294407757251541
2020-12-27T00:00:00,-2.437394833217854
2021-01-03T00:00:00,-4.184270038035209
2021-01-10T00:00:00,-4.959986371749247
2021-01-17T00:00:00,-5.697375707605201
2021-01-24T00:00:00,-5.1865178861944194
2021-01-31T00:00:00,-3.442928039702242
2021-02-07T00:00:00,-1.7762948718439864
2021-02-14T00:00:00,-0.7696523826801083
2021-02-21T00:00:00,0.2765350817319101
2021-02-28T00:00:00,-3.4025265028883367
2021-03-07T00:00:00,-6.233223616289941
2021-03-14T00:00:00,-3.630942741228893
2021-03-21T00:00:00,-2.9266722946147294
2021-03-28T00:00:00,-6.588980818942813
2021-04-04T00:00:00,-8.82811315841634
2021-04-11T00:00:00,-10.41885156187432
2021-04-18T00:00:00,-10.732656115851292
2021-04-25T00:00:00,-9.435401537187216
2021-05-02T00:00:00,-8.03254201328356
2021-05-09T00:00:00,-6.605534334543329
2021-05-16T00:00:00,-8.406719744724779
2021-05-23T00:00:00,-8.830980392156862
2021-05-30T00:00:00,-9.237960394887423
2021-06-06T00:00:00,-6.817803998283467
2021-06-13T00:00:00,-5.453413490534842
2021-06-20T00:00:00,-5.981466540290292
2021-06-27T00:00:00,-5.827593062556291
2021-07-04T00:00:00,-6.430734021503315
2021-07-11T00:00:00,-4.82829380167783
2021-07-18T00:00:00,-4.182253691237092
2021-07-25T00:00:00,-5.346279311362356
2021-08-01T00:00:00,-7.641461465824073
2021-08-08T00:00:00,-7.938595781191826
2021-08-15T00:00:00,-6.398454229945605
2021-08-22T00:00:00,-5.541874495670607
2021-08-29T00:00:00,-3.2551445761073716
2021-09-05T00:00:00,-5.1339988357301465
2021-09-12T00:00:00,-5.77996233651803
2021-09-19T00:00:00,-2.585945432727166
2021-09-26T00:00:00,-2.792945981716344
2021-10-03T00:00:00,-0.7417959223275372
2021-10-10T00:00:00,-0.8946299989783357
2021-10-17T00:00:00,-4.086496106001336
2021-10-24T00:00:00,-4.589517256018816
2021-10-31T00:00:00,-5.888915731447519
2021-11-07T00:00:00,-5.614671896909773
2021-11-14T00:00:00,-7.005838564353617
2021-11-21T00:00:00,-8.148704958135443
2021-11-28T00:00:00,-7.796676910434098
2021-12-05T00:00:00,-7.8008399934415
2021-12-12T00:00:00,-8.495514465482524
2021-12-19T00:00:00,-5.735339889129099
2021-12-26T00:00:00,-5.877106213170336
2022-01-02T00:00:00,-3.440337479934119
2022-01-09T00:00:00,-1.9260538708468444
2022-01-16T00:00:00,0.5725541051395222
2022-01-23T00:00:00,0.09366698158150832
2022-01-30T00:00:00,-0.8391730417643184
2022-02-06T00:00:00,-3.1273887337565975
2022-02-13T00:00:00,-3.8987257083287985
2022-02-20T00:00:00,-4.1295858356411586
2022-02-27T00:00:00,1.0428303870670952
2022-03-06T00:00:00,5.614348691510895
2022-03-13T00:00:00,3.8418614671981155
2022-03-20T00:00:00,2.4814985427008107
2022-03-27T00:00:00,3.59324033590116
2022-04-03T00:00:00,0.9373881016931929
2022-04-10T00:00:00,-0.7484131342673561
2022-04-17T00:00:00,-1.1081699874884055
2022-04-24T00:00:00,-1.8160238903494275
2022-05-01T00:00:00,-3.0685591427032755
2022-05-08T00:00:00,-4.750856305755136
2022-05-15T00:00:00,-5.992929905305133
2022-05-22T00:00:00,-5.494642572941444
2022-05-29T00:00:00,-6.4039661509530665
2022-06-05T00:00:00,-9.476985885340172
2022-06-12T00:00:00,-10.49716026010371
2022-06-19T00:00:00,-7.682566132055824
2022-06-26T00:00:00,-8.26420280496084
2022-07-03T00:00:00,-6.957625787165023
2022-07-10T00:00:00,-4.903291267677079
2022-07-17T00:00:00,-3.3750116321368373
2022-07-24T00:00:00,-3.856321078232494
2022-07-31T00:00:00,-1.5624590378817693
2022-08-07T00:00:00,-3.1446043197094986
2022-08-14T00:00:00,-5.474546928757695
2022-08-21T00:00:00,-4.548874842867523
2022-08-28T00:00:00,-5.606608747700403
2022-09-04T00:00:00,-2.3595561798008147
2022-09-11T00:00:00,-2.338843505606447
2022-09-18T00:00:00,-3.1613240921233077
2022-09-25T00:00:00,-4.337515610277309
2022-10-02T00:00:00,-7.822184702197143
2022-10-09T00:00:00,-6.106935237352484
2022-10-16T00:00:00,-3.8445110889643197
2022-10-23T00:00:00,-3.6413189584048045
2022-10-30T00:00:00,-3.5587936039727763
2022-11-06T00:00:00,-3.276869625722245
2022-11-13T00:00:00,-1.9132436461065327
2022-11-20T00:00:00,-0.18685576154366945
2022-11-27T00:00:00,-0.7677953041007823
2022-12-04T00:00:00,-0.0989494035676608
2022-12-11T00:00:00,2.286524692911218
2022-12-18T00:00:00,0.8901560784943641
2022-12-25T00:00:00,0.15674192374888207
2023-01-01T00:00:00,-4.349469686881136
2023-01-08T00:00:00,-5.803578845930179
2023-01-15T00:00:00,-6.63447151702411
2023-01-22T00:00:00,-6.411797449156587
2023-01-29T00:00:00,-6.174686146450325
2023-02-05T00:00:00,-3.5375393026373603
2023-02-12T00:00:00,-2.0800531042940884
2023-02-19T00:00:00,-2.601844376194329
2023-02-26T00:00:00,-2.7718272760161033
2023-03-05T00:00:00,-2.6769580468181453
2023-03-12T00:00:00,-2.072276558045738
2023-03-19T00:00:00,-3.5476783606323226
2023-03-26T00:00:00,-5.080643810608477
2023-04-02T00:00:00,-6.002018691904542
2023-04-09T00:00:00,-4.67274887513458
2023-04-16T00:00:00,-3.8015646920104174
2023-04-23T00:00:00,-4.189250666146749
2023-04-30T00:00:00,-2.492398556272557
