areaCode,areaName,areaType,date,newAdmissions
E92000001,England,nation,2023-10-14,385
E92000001,England,nation,2023-10-13,422
E92000001,England,nation,2023-10-12,523
E92000001,England,nation,2023-10-11,551
E92000001,England,nation,2023-10-10,674
E92000001,England,nation,2023-10-09,645
E92000001,England,nation,2023-10-08,657
E92000001,England,nation,2023-10-07,497
E92000001,England,nation,2023-10-06,488
E92000001,England,nation,2023-10-05,683
E92000001,England,nation,2023-10-04,625
E92000001,England,nation,2023-10-03,699
E92000001,England,nation,2023-10-02,683
E92000001,England,nation,2023-10-01,665
E92000001,England,nation,2023-09-30,469
E92000001,England,nation,2023-09-29,483
E92000001,England,nation,2023-09-28,562
E92000001,England,nation,2023-09-27,619
E92000001,England,nation,2023-09-26,632
E92000001,England,nation,2023-09-25,606
E92000001,England,nation,2023-09-24,526
E92000001,England,nation,2023-09-23,402
E92000001,England,nation,2023-09-22,419
E92000001,England,nation,2023-09-21,436
E92000001,England,nation,2023-09-20,471
E92000001,England,nation,2023-09-19,464
E92000001,England,nation,2023-09-18,460
E92000001,England,nation,2023-09-17,442
E92000001,England,nation,2023-09-16,368
E92000001,England,nation,2023-09-15,329
E92000001,England,nation,2023-09-14,344
E92000001,England,nation,2023-09-13,365
E92000001,England,nation,2023-09-12,444
E92000001,England,nation,2023-09-11,445
E92000001,England,nation,2023-09-10,451
E92000001,England,nation,2023-09-09,388
E92000001,England,nation,2023-09-08,382
E92000001,England,nation,2023-09-07,475
E92000001,England,nation,2023-09-06,493
E92000001,England,nation,2023-09-05,495
E92000001,England,nation,2023-09-04,544
E92000001,England,nation,2023-09-03,536
E92000001,England,nation,2023-09-02,362
E92000001,England,nation,2023-09-01,360
E92000001,England,nation,2023-08-31,362
E92000001,England,nation,2023-08-30,447
E92000001,England,nation,2023-08-29,414
E92000001,England,nation,2023-08-28,413
E92000001,England,nation,2023-08-27,285
E92000001,England,nation,2023-08-26,254
E92000001,England,nation,2023-08-25,272
E92000001,England,nation,2023-08-24,350
E92000001,England,nation,2023-08-23,333
E92000001,England,nation,2023-08-22,376
E92000001,England,nation,2023-08-21,381
E92000001,England,nation,2023-08-20,340
E92000001,England,nation,2023-08-19,230
E92000001,England,nation,2023-08-18,271
E92000001,England,nation,2023-08-17,307
E92000001,England,nation,2023-08-16,335
E92000001,England,nation,2023-08-15,358
E92000001,England,nation,2023-08-14,361
E92000001,England,nation,2023-08-13,369
E92000001,England,nation,2023-08-12,253
E92000001,England,nation,2023-08-11,260
E92000001,England,nation,2023-08-10,313
E92000001,England,nation,2023-08-09,336
E92000001,England,nation,2023-08-08,357
E92000001,England,nation,2023-08-07,361
E92000001,England,nation,2023-08-06,309
E92000001,England,nation,2023-08-05,211
E92000001,England,nation,2023-08-04,229
E92000001,England,nation,2023-08-03,277
E92000001,England,nation,2023-08-02,293
E92000001,England,nation,2023-08-01,273
E92000001,England,nation,2023-07-31,258
E92000001,England,nation,2023-07-30,293
E92000001,England,nation,2023-07-29,181
E92000001,England,nation,2023-07-28,171
E92000001,England,nation,2023-07-27,253
E92000001,England,nation,2023-07-26,210
E92000001,England,nation,2023-07-25,204
E92000001,England,nation,2023-07-24,248
E92000001,England,nation,2023-07-23,203
E92000001,England,nation,2023-07-22,148
E92000001,England,nation,2023-07-21,132
E92000001,England,nation,2023-07-20,169
E92000001,England,nation,2023-07-19,184
E92000001,England,nation,2023-07-18,142
E92000001,England,nation,2023-07-17,143
E92000001,England,nation,2023-07-16,132
E92000001,England,nation,2023-07-15,125
E92000001,England,nation,2023-07-14,101
E92000001,England,nation,2023-07-13,133
E92000001,England,nation,2023-07-12,139
E92000001,England,nation,2023-07-11,157
E92000001,England,nation,2023-07-10,161
E92000001,England,nation,2023-07-09,128
E92000001,England,nation,2023-07-08,112
E92000001,England,nation,2023-07-07,100
E92000001,England,nation,2023-07-06,120
E92000001,England,nation,2023-07-05,113
E92000001,England,nation,2023-07-04,142
E92000001,England,nation,2023-07-03,115
E92000001,England,nation,2023-07-02,97
E92000001,England,nation,2023-07-01,70
E92000001,England,nation,2023-06-30,93
E92000001,England,nation,2023-06-29,106
E92000001,England,nation,2023-06-28,121
E92000001,England,nation,2023-06-27,97
E92000001,England,nation,2023-06-26,107
E92000001,England,nation,2023-06-25,102
E92000001,England,nation,2023-06-24,95
E92000001,England,nation,2023-06-23,80
E92000001,England,nation,2023-06-22,124
E92000001,England,nation,2023-06-21,125
E92000001,England,nation,2023-06-20,167
E92000001,England,nation,2023-06-19,150
E92000001,England,nation,2023-06-18,146
E92000001,England,nation,2023-06-17,124
E92000001,England,nation,2023-06-16,115
E92000001,England,nation,2023-06-15,160
E92000001,England,nation,2023-06-14,212
E92000001,England,nation,2023-06-13,246
E92000001,England,nation,2023-06-12,223
E92000001,England,nation,2023-06-11,252
E92000001,England,nation,2023-06-10,180
E92000001,England,nation,2023-06-09,183
E92000001,England,nation,2023-06-08,255
E92000001,England,nation,2023-06-07,272
E92000001,England,nation,2023-06-06,290
E92000001,England,nation,2023-06-05,276
E92000001,England,nation,2023-06-04,255
E92000001,England,nation,2023-06-03,177
E92000001,England,nation,2023-06-02,192
E92000001,England,nation,2023-06-01,293
E92000001,England,nation,2023-05-31,290
E92000001,England,nation,2023-05-30,317
E92000001,England,nation,2023-05-29,299
E92000001,England,nation,2023-05-28,257
E92000001,England,nation,2023-05-27,219
E92000001,England,nation,2023-05-26,246
E92000001,England,nation,2023-05-25,322
E92000001,England,nation,2023-05-24,340
E92000001,England,nation,2023-05-23,381
E92000001,England,nation,2023-05-22,364
E92000001,England,nation,2023-05-21,328
E92000001,England,nation,2023-05-20,247
E92000001,England,nation,2023-05-19,253
E92000001,England,nation,2023-05-18,343
E92000001,England,nation,2023-05-17,350
E92000001,England,nation,2023-05-16,383
E92000001,England,nation,2023-05-15,374
E92000001,England,nation,2023-05-14,345
E92000001,England,nation,2023-05-13,271
E92000001,England,nation,2023-05-12,309
E92000001,England,nation,2023-05-11,406
E92000001,England,nation,2023-05-10,459
E92000001,England,nation,2023-05-09,457
E92000001,England,nation,2023-05-08,456
E92000001,England,nation,2023-05-07,360
E92000001,England,nation,2023-05-06,382
E92000001,England,nation,2023-05-05,406
E92000001,England,nation,2023-05-04,443
E92000001,England,nation,2023-05-03,450
E92000001,England,nation,2023-05-02,505
E92000001,England,nation,2023-05-01,517
E92000001,England,nation,2023-04-30,428
E92000001,England,nation,2023-04-29,394
E92000001,England,nation,2023-04-28,404
E92000001,England,nation,2023-04-27,525
E92000001,England,nation,2023-04-26,539
E92000001,England,nation,2023-04-25,511
E92000001,England,nation,2023-04-24,525
E92000001,England,nation,2023-04-23,570
E92000001,England,nation,2023-04-22,411
E92000001,England,nation,2023-04-21,428
E92000001,England,nation,2023-04-20,493
E92000001,England,nation,2023-04-19,566
E92000001,England,nation,2023-04-18,557
E92000001,England,nation,2023-04-17,659
E92000001,England,nation,2023-04-16,576
E92000001,England,nation,2023-04-15,509
E92000001,England,nation,2023-04-14,492
E92000001,England,nation,2023-04-13,620
E92000001,England,nation,2023-04-12,628
E92000001,England,nation,2023-04-11,723
E92000001,England,nation,2023-04-10,719
E92000001,England,nation,2023-04-09,612
E92000001,England,nation,2023-04-08,526
E92000001,England,nation,2023-04-07,520
E92000001,England,nation,2023-04-06,619
E92000001,England,nation,2023-04-05,774
E92000001,England,nation,2023-04-04,786
E92000001,England,nation,2023-04-03,770
E92000001,England,nation,2023-04-02,771
E92000001,England,nation,2023-04-01,718
E92000001,England,nation,2023-03-31,699
E92000001,England,nation,2023-03-30,847
E92000001,England,nation,2023-03-29,1021
E92000001,England,nation,2023-03-28,934
E92000001,England,nation,2023-03-27,886
E92000001,England,nation,2023-03-26,825
E92000001,England,nation,2023-03-25,730
E92000001,England,nation,2023-03-24,762
E92000001,England,nation,2023-03-23,1011
E92000001,England,nation,2023-03-22,1028
E92000001,England,nation,2023-03-21,1065
E92000001,England,nation,2023-03-20,1019
E92000001,England,nation,2023-03-19,1049
E92000001,England,nation,2023-03-18,853
E92000001,England,nation,2023-03-17,842
E92000001,England,nation,2023-03-16,1076
E92000001,England,nation,2023-03-15,1011
E92000001,England,nation,2023-03-14,1100
E92000001,England,nation,2023-03-13,1189
E92000001,England,nation,2023-03-12,1071
E92000001,England,nation,2023-03-11,870
E92000001,England,nation,2023-03-10,783
E92000001,England,nation,2023-03-09,978
E92000001,England,nation,2023-03-08,1122
E92000001,England,nation,2023-03-07,1045
E92000001,England,nation,2023-03-06,1039
E92000001,England,nation,2023-03-05,874
E92000001,England,nation,2023-03-04,743
E92000001,England,nation,2023-03-03,750
E92000001,England,nation,2023-03-02,947
E92000001,England,nation,2023-03-01,993
E92000001,England,nation,2023-02-28,942
E92000001,England,nation,2023-02-27,933
E92000001,England,nation,2023-02-26,893
E92000001,England,nation,2023-02-25,729
E92000001,England,nation,2023-02-24,665
E92000001,England,nation,2023-02-23,845
E92000001,England,nation,2023-02-22,879
E92000001,England,nation,2023-02-21,967
E92000001,England,nation,2023-02-20,983
E92000001,England,nation,2023-02-19,912
E92000001,England,nation,2023-02-18,749
E92000001,England,nation,2023-02-17,785
E92000001,England,nation,2023-02-16,959
E92000001,England,nation,2023-02-15,978
E92000001,England,nation,2023-02-14,912
E92000001,England,nation,2023-02-13,949
E92000001,England,nation,2023-02-12,866
E92000001,England,nation,2023-02-11,743
E92000001,England,nation,2023-02-10,643
E92000001,England,nation,2023-02-09,818
E92000001,England,nation,2023-02-08,768
E92000001,England,nation,2023-02-07,817
E92000001,England,nation,2023-02-06,825
E92000001,England,nation,2023-02-05,747
E92000001,England,nation,2023-02-04,668
E92000001,England,nation,2023-02-03,573
E92000001,England,nation,2023-02-02,713
E92000001,England,nation,2023-02-01,780
E92000001,England,nation,2023-01-31,752
E92000001,England,nation,2023-01-30,741
E92000001,England,nation,2023-01-29,705
E92000001,England,nation,2023-01-28,562
E92000001,England,nation,2023-01-27,558
E92000001,England,nation,2023-01-26,654
E92000001,England,nation,2023-01-25,706
E92000001,England,nation,2023-01-24,695
E92000001,England,nation,2023-01-23,617
E92000001,England,nation,2023-01-22,590
E92000001,England,nation,2023-01-21,493
E92000001,England,nation,2023-01-20,447
E92000001,England,nation,2023-01-19,618
E92000001,England,nation,2023-01-18,595
E92000001,England,nation,2023-01-17,565
E92000001,England,nation,2023-01-16,599
E92000001,England,nation,2023-01-15,567
E92000001,England,nation,2023-01-14,417
E92000001,England,nation,2023-01-13,510
E92000001,England,nation,2023-01-12,664
E92000001,England,nation,2023-01-11,692
E92000001,England,nation,2023-01-10,661
E92000001,England,nation,2023-01-09,737
E92000001,England,nation,2023-01-08,776
E92000001,England,nation,2023-01-07,628
E92000001,England,nation,2023-01-06,705
E92000001,England,nation,2023-01-05,899
E92000001,England,nation,2023-01-04,922
E92000001,England,nation,2023-01-03,992
E92000001,England,nation,2023-01-02,916
E92000001,England,nation,2023-01-01,784
E92000001,England,nation,2022-12-31,723
E92000001,England,nation,2022-12-30,940
E92000001,England,nation,2022-12-29,1225
E92000001,England,nation,2022-12-28,1245
E92000001,England,nation,2022-12-27,1134
E92000001,England,nation,2022-12-26,988
E92000001,England,nation,2022-12-25,844
E92000001,England,nation,2022-12-24,780
E92000001,England,nation,2022-12-23,899
E92000001,England,nation,2022-12-22,1236
E92000001,England,nation,2022-12-21,1293
E92000001,England,nation,2022-12-20,1376
E92000001,England,nation,2022-12-19,1296
E92000001,England,nation,2022-12-18,1176
E92000001,England,nation,2022-12-17,799
E92000001,England,nation,2022-12-16,834
E92000001,England,nation,2022-12-15,1064
E92000001,England,nation,2022-12-14,963
E92000001,England,nation,2022-12-13,1026
E92000001,England,nation,2022-12-12,965
E92000001,England,nation,2022-12-11,872
E92000001,England,nation,2022-12-10,582
E92000001,England,nation,2022-12-09,607
E92000001,England,nation,2022-12-08,697
E92000001,England,nation,2022-12-07,748
E92000001,England,nation,2022-12-06,779
E92000001,England,nation,2022-12-05,724
E92000001,England,nation,2022-12-04,589
E92000001,England,nation,2022-12-03,498
E92000001,England,nation,2022-12-02,468
E92000001,England,nation,2022-12-01,583
E92000001,England,nation,2022-11-30,590
E92000001,England,nation,2022-11-29,661
E92000001,England,nation,2022-11-28,639
E92000001,England,nation,2022-11-27,557
E92000001,England,nation,2022-11-26,438
E92000001,England,nation,2022-11-25,443
E92000001,England,nation,2022-11-24,522
E92000001,England,nation,2022-11-23,536
E92000001,England,nation,2022-11-22,547
E92000001,England,nation,2022-11-21,503
E92000001,England,nation,2022-11-20,434
E92000001,England,nation,2022-11-19,395
E92000001,England,nation,2022-11-18,437
E92000001,England,nation,2022-11-17,516
E92000001,England,nation,2022-11-16,542
E92000001,England,nation,2022-11-15,494
E92000001,England,nation,2022-11-14,522
E92000001,England,nation,2022-11-13,445
E92000001,England,nation,2022-11-12,370
E92000001,England,nation,2022-11-11,435
E92000001,England,nation,2022-11-10,550
E92000001,England,nation,2022-11-09,535
E92000001,England,nation,2022-11-08,550
E92000001,England,nation,2022-11-07,598
E92000001,England,nation,2022-11-06,500
E92000001,England,nation,2022-11-05,396
E92000001,England,nation,2022-11-04,410
E92000001,England,nation,2022-11-03,568
E92000001,England,nation,2022-11-02,571
E92000001,England,nation,2022-11-01,689
E92000001,England,nation,2022-10-31,630
E92000001,England,nation,2022-10-30,640
E92000001,England,nation,2022-10-29,518
E92000001,England,nation,2022-10-28,558
E92000001,England,nation,2022-10-27,773
E92000001,England,nation,2022-10-26,857
E92000001,England,nation,2022-10-25,863
E92000001,England,nation,2022-10-24,870
E92000001,England,nation,2022-10-23,884
E92000001,England,nation,2022-10-22,785
E92000001,England,nation,2022-10-21,831
E92000001,England,nation,2022-10-20,1053
E92000001,England,nation,2022-10-19,1064
E92000001,England,nation,2022-10-18,1101
E92000001,England,nation,2022-10-17,1121
E92000001,England,nation,2022-10-16,1206
E92000001,England,nation,2022-10-15,900
E92000001,England,nation,2022-10-14,978
E92000001,England,nation,2022-10-13,1247
E92000001,England,nation,2022-10-12,1150
E92000001,England,nation,2022-10-11,1207
E92000001,England,nation,2022-10-10,1275
E92000001,England,nation,2022-10-09,1252
E92000001,England,nation,2022-10-08,885
E92000001,England,nation,2022-10-07,946
E92000001,England,nation,2022-10-06,1163
E92000001,England,nation,2022-10-05,1259
E92000001,England,nation,2022-10-04,1418
E92000001,England,nation,2022-10-03,1344
E92000001,England,nation,2022-10-02,1262
E92000001,England,nation,2022-10-01,1091
E92000001,England,nation,2022-09-30,870
E92000001,England,nation,2022-09-29,1158
E92000001,England,nation,2022-09-28,1134
E92000001,England,nation,2022-09-27,1045
E92000001,England,nation,2022-09-26,998
E92000001,England,nation,2022-09-25,971
E92000001,England,nation,2022-09-24,727
E92000001,England,nation,2022-09-23,704
E92000001,England,nation,2022-09-22,846
E92000001,England,nation,2022-09-21,858
E92000001,England,nation,2022-09-20,826
E92000001,England,nation,2022-09-19,781
E92000001,England,nation,2022-09-18,555
E92000001,England,nation,2022-09-17,484
E92000001,England,nation,2022-09-16,476
E92000001,England,nation,2022-09-15,553
E92000001,England,nation,2022-09-14,586
E92000001,England,nation,2022-09-13,580
E92000001,England,nation,2022-09-12,519
E92000001,England,nation,2022-09-11,499
E92000001,England,nation,2022-09-10,408
E92000001,England,nation,2022-09-09,422
E92000001,England,nation,2022-09-08,508
E92000001,England,nation,2022-09-07,541
E92000001,England,nation,2022-09-06,537
E92000001,England,nation,2022-09-05,526
E92000001,England,nation,2022-09-04,471
E92000001,England,nation,2022-09-03,439
E92000001,England,nation,2022-09-02,466
E92000001,England,nation,2022-09-01,534
E92000001,England,nation,2022-08-31,580
E92000001,England,nation,2022-08-30,612
E92000001,England,nation,2022-08-29,602
E92000001,England,nation,2022-08-28,539
E92000001,England,nation,2022-08-27,475
E92000001,England,nation,2022-08-26,512
E92000001,England,nation,2022-08-25,646
E92000001,England,nation,2022-08-24,643
E92000001,England,nation,2022-08-23,707
E92000001,England,nation,2022-08-22,670
E92000001,England,nation,2022-08-21,605
E92000001,England,nation,2022-08-20,585
E92000001,England,nation,2022-08-19,648
E92000001,England,nation,2022-08-18,692
E92000001,England,nation,2022-08-17,788
E92000001,England,nation,2022-08-16,818
E92000001,England,nation,2022-08-15,861
E92000001,England,nation,2022-08-14,759
E92000001,England,nation,2022-08-13,762
E92000001,England,nation,2022-08-12,740
E92000001,England,nation,2022-08-11,901
E92000001,England,nation,2022-08-10,1009
E92000001,England,nation,2022-08-09,973
E92000001,England,nation,2022-08-08,975
E92000001,England,nation,2022-08-07,899
E92000001,England,nation,2022-08-06,775
E92000001,England,nation,2022-08-05,910
E92000001,England,nation,2022-08-04,1017
E92000001,England,nation,2022-08-03,1059
E92000001,England,nation,2022-08-02,1062
E92000001,England,nation,2022-08-01,1120
E92000001,England,nation,2022-07-31,1138
E92000001,England,nation,2022-07-30,936
E92000001,England,nation,2022-07-29,996
E92000001,England,nation,2022-07-28,1165
E92000001,England,nation,2022-07-27,1197
E92000001,England,nation,2022-07-26,1318
E92000001,England,nation,2022-07-25,1345
E92000001,England,nation,2022-07-24,1307
E92000001,England,nation,2022-07-23,1139
E92000001,England,nation,2022-07-22,1231
E92000001,England,nation,2022-07-21,1550
E92000001,England,nation,2022-07-20,1715
E92000001,England,nation,2022-07-19,1834
E92000001,England,nation,2022-07-18,1754
E92000001,England,nation,2022-07-17,1694
E92000001,England,nation,2022-07-16,1373
E92000001,England,nation,2022-07-15,1487
E92000001,England,nation,2022-07-14,1839
E92000001,England,nation,2022-07-13,1946
E92000001,England,nation,2022-07-12,1945
E92000001,England,nation,2022-07-11,2005
E92000001,England,nation,2022-07-10,1889
E92000001,England,nation,2022-07-09,1601
E92000001,England,nation,2022-07-08,1696
E92000001,England,nation,2022-07-07,1967
E92000001,England,nation,2022-07-06,1945
E92000001,England,nation,2022-07-05,1926
E92000001,England,nation,2022-07-04,1911
E92000001,England,nation,2022-07-03,1795
E92000001,England,nation,2022-07-02,1374
E92000001,England,nation,2022-07-01,1326
E92000001,England,nation,2022-06-30,1596
E92000001,England,nation,2022-06-29,1572
E92000001,England,nation,2022-06-28,1454
E92000001,England,nation,2022-06-27,1438
E92000001,England,nation,2022-06-26,1276
E92000001,England,nation,2022-06-25,1011
E92000001,England,nation,2022-06-24,1072
E92000001,England,nation,2022-06-23,1210
E92000001,England,nation,2022-06-22,1133
E92000001,England,nation,2022-06-21,1155
E92000001,England,nation,2022-06-20,1055
E92000001,England,nation,2022-06-19,942
E92000001,England,nation,2022-06-18,797
E92000001,England,nation,2022-06-17,829
E92000001,England,nation,2022-06-16,822
E92000001,England,nation,2022-06-15,842
E92000001,England,nation,2022-06-14,763
E92000001,England,nation,2022-06-13,722
E92000001,England,nation,2022-06-12,659
E92000001,England,nation,2022-06-11,583
E92000001,England,nation,2022-06-10,589
E92000001,England,nation,2022-06-09,627
E92000001,England,nation,2022-06-08,664
E92000001,England,nation,2022-06-07,577
E92000001,England,nation,2022-06-06,606
E92000001,England,nation,2022-06-05,531
E92000001,England,nation,2022-06-04,443
E92000001,England,nation,2022-06-03,404
E92000001,England,nation,2022-06-02,412
E92000001,England,nation,2022-06-01,480
E92000001,England,nation,2022-05-31,502
E92000001,England,nation,2022-05-30,465
E92000001,England,nation,2022-05-29,428
E92000001,England,nation,2022-05-28,382
E92000001,England,nation,2022-05-27,442
E92000001,England,nation,2022-05-26,421
E92000001,England,nation,2022-05-25,475
E92000001,England,nation,2022-05-24,461
E92000001,England,nation,2022-05-23,505
E92000001,England,nation,2022-05-22,463
E92000001,England,nation,2022-05-21,387
E92000001,England,nation,2022-05-20,450
E92000001,England,nation,2022-05-19,573
E92000001,England,nation,2022-05-18,626
E92000001,England,nation,2022-05-17,576
E92000001,England,nation,2022-05-16,589
E92000001,England,nation,2022-05-15,566
E92000001,England,nation,2022-05-14,553
E92000001,England,nation,2022-05-13,542
E92000001,England,nation,2022-05-12,680
E92000001,England,nation,2022-05-11,671
E92000001,England,nation,2022-05-10,726
E92000001,England,nation,2022-05-09,731
E92000001,England,nation,2022-05-08,669
E92000001,England,nation,2022-05-07,607
E92000001,England,nation,2022-05-06,721
E92000001,England,nation,2022-05-05,777
E92000001,England,nation,2022-05-04,873
E92000001,England,nation,2022-05-03,893
E92000001,England,nation,2022-05-02,828
E92000001,England,nation,2022-05-01,807
E92000001,England,nation,2022-04-30,718
E92000001,England,nation,2022-04-29,872
E92000001,England,nation,2022-04-28,936
E92000001,England,nation,2022-04-27,1082
E92000001,England,nation,2022-04-26,1100
E92000001,England,nation,2022-04-25,1138
E92000001,England,nation,2022-04-24,1077
E92000001,England,nation,2022-04-23,1087
E92000001,England,nation,2022-04-22,1184
E92000001,England,nation,2022-04-21,1264
E92000001,England,nation,2022-04-20,1322
E92000001,England,nation,2022-04-19,1435
E92000001,England,nation,2022-04-18,1506
E92000001,England,nation,2022-04-17,1347
E92000001,England,nation,2022-04-16,1288
E92000001,England,nation,2022-04-15,1416
E92000001,England,nation,2022-04-14,1662
E92000001,England,nation,2022-04-13,1898
E92000001,England,nation,2022-04-12,2003
E92000001,England,nation,2022-04-11,1909
E92000001,England,nation,2022-04-10,1792
E92000001,England,nation,2022-04-09,1702
E92000001,England,nation,2022-04-08,1751
E92000001,England,nation,2022-04-07,1999
E92000001,England,nation,2022-04-06,2176
E92000001,England,nation,2022-04-05,2308
E92000001,England,nation,2022-04-04,2164
E92000001,England,nation,2022-04-03,2103
E92000001,England,nation,2022-04-02,1826
E92000001,England,nation,2022-04-01,1846
E92000001,England,nation,2022-03-31,2124
E92000001,England,nation,2022-03-30,2355
E92000001,England,nation,2022-03-29,2219
E92000001,England,nation,2022-03-28,2280
E92000001,England,nation,2022-03-27,2037
E92000001,England,nation,2022-03-26,1869
E92000001,England,nation,2022-03-25,1925
E92000001,England,nation,2022-03-24,2006
E92000001,England,nation,2022-03-23,2137
E92000001,England,nation,2022-03-22,2098
E92000001,England,nation,2022-03-21,1984
E92000001,England,nation,2022-03-20,1793
E92000001,England,nation,2022-03-19,1813
E92000001,England,nation,2022-03-18,1629
E92000001,England,nation,2022-03-17,1738
E92000001,England,nation,2022-03-16,1823
E92000001,England,nation,2022-03-15,1800
E92000001,England,nation,2022-03-14,1651
E92000001,England,nation,2022-03-13,1591
E92000001,England,nation,2022-03-12,1368
E92000001,England,nation,2022-03-11,1412
E92000001,England,nation,2022-03-10,1414
E92000001,England,nation,2022-03-09,1521
E92000001,England,nation,2022-03-08,1389
E92000001,England,nation,2022-03-07,1278
E92000001,England,nation,2022-03-06,1260
E92000001,England,nation,2022-03-05,1050
E92000001,England,nation,2022-03-04,1044
E92000001,England,nation,2022-03-03,1226
E92000001,England,nation,2022-03-02,1184
E92000001,England,nation,2022-03-01,1111
E92000001,England,nation,2022-02-28,1145
E92000001,England,nation,2022-02-27,949
E92000001,England,nation,2022-02-26,888
E92000001,England,nation,2022-02-25,841
E92000001,England,nation,2022-02-24,984
E92000001,England,nation,2022-02-23,976
E92000001,England,nation,2022-02-22,976
E92000001,England,nation,2022-02-21,1030
E92000001,England,nation,2022-02-20,971
E92000001,England,nation,2022-02-19,834
E92000001,England,nation,2022-02-18,900
E92000001,England,nation,2022-02-17,971
E92000001,England,nation,2022-02-16,1120
E92000001,England,nation,2022-02-15,1144
E92000001,England,nation,2022-02-14,1132
E92000001,England,nation,2022-02-13,1029
E92000001,England,nation,2022-02-12,989
E92000001,England,nation,2022-02-11,996
E92000001,England,nation,2022-02-10,1167
E92000001,England,nation,2022-02-09,1220
E92000001,England,nation,2022-02-08,1266
E92000001,England,nation,2022-02-07,1234
E92000001,England,nation,2022-02-06,1211
E92000001,England,nation,2022-02-05,1077
E92000001,England,nation,2022-02-04,1186
E92000001,England,nation,2022-02-03,1292
E92000001,England,nation,2022-02-02,1451
E92000001,England,nation,2022-02-01,1537
E92000001,England,nation,2022-01-31,1451
E92000001,England,nation,2022-01-30,1285
E92000001,England,nation,2022-01-29,1325
E92000001,England,nation,2022-01-28,1342
E92000001,England,nation,2022-01-27,1503
E92000001,England,nation,2022-01-26,1689
E92000001,England,nation,2022-01-25,1681
E92000001,England,nation,2022-01-24,1593
E92000001,England,nation,2022-01-23,1535
E92000001,England,nation,2022-01-22,1277
E92000001,England,nation,2022-01-21,1453
E92000001,England,nation,2022-01-20,1698
E92000001,England,nation,2022-01-19,1778
E92000001,England,nation,2022-01-18,1794
E92000001,England,nation,2022-01-17,1808
E92000001,England,nation,2022-01-16,1768
E92000001,England,nation,2022-01-15,1604
E92000001,England,nation,2022-01-14,1692
E92000001,England,nation,2022-01-13,1916
E92000001,England,nation,2022-01-12,1955
E92000001,England,nation,2022-01-11,2127
E92000001,England,nation,2022-01-10,2180
E92000001,England,nation,2022-01-09,1975
E92000001,England,nation,2022-01-08,1862
E92000001,England,nation,2022-01-07,1772
E92000001,England,nation,2022-01-06,2043
E92000001,England,nation,2022-01-05,2139
E92000001,England,nation,2022-01-04,2101
E92000001,England,nation,2022-01-03,2219
E92000001,England,nation,2022-01-02,1881
E92000001,England,nation,2022-01-01,1819
E92000001,England,nation,2021-12-31,1781
E92000001,England,nation,2021-12-30,2114
E92000001,England,nation,2021-12-29,2370
E92000001,England,nation,2021-12-28,2082
E92000001,England,nation,2021-12-27,1751
E92000001,England,nation,2021-12-26,1374
E92000001,England,nation,2021-12-25,1281
E92000001,England,nation,2021-12-24,1020
E92000001,England,nation,2021-12-23,1252
E92000001,England,nation,2021-12-22,1246
E92000001,England,nation,2021-12-21,1098
E92000001,England,nation,2021-12-20,1061
E92000001,England,nation,2021-12-19,926
E92000001,England,nation,2021-12-18,735
E92000001,England,nation,2021-12-17,743
E92000001,England,nation,2021-12-16,777
