country,COUNT,gender
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
UK,1,F
UK,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
ES,1,F
ES,1,M
ES,1,F
ES,1,M
ES,1,F
ES,1,F
ES,1,F
ES,1,F
ES,1,F
ES,1,F
ES,1,M
ES,1,F
ES,1,F
ES,1,F
ES,1,F
ES,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,M
IN,1,M
IN,1,F
IN,1,F
IN,1,M
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,M
IN,1,F
IN,1,F
IN,1,M
US,1,F
US,1,F
US,1,F
UK,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
UK,1,M
UK,1,M
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
IE,1,F
IE,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,M
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,M
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,F
US,1,M
US,1,F
UK,1,F
UK,1,M
UK,1,M
CZ,1,F
CZ,1,F
CZ,1,F
CZ,1,F
CZ,1,F
CZ,1,F
CZ,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,M
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,M
DE,1,M
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
IE,1,M
IE,1,F
IE,1,M
IE,1,M
IE,1,M
IE,1,F
IE,1,M
IE,1,M
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
UK,1,M
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
UK,1,M
UK,1,F
US,1,M
US,1,F
US,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
IN,1,F
US,1,M
UK,1,M
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
US,1,M
IT,1,F
IT,1,F
IT,1,F
IT,1,M
IT,1,F
IT,1,F
IT,1,F
IT,1,F
IT,1,M
IT,1,F
IT,1,F
IT,1,F
IT,1,F
IT,1,F
IT,1,M
IT,1,F
IT,1,F
IT,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,M
DE,1,F
DE,1,F
DE,1,F
US,1,M
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,M
IE,1,M
IE,1,M
IE,1,M
IE,1,M
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
DE,1,M
DE,1,M
US,1,M
US,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
BE,1,F
BE,1,F
BE,1,F
BE,1,M
BE,1,M
BE,1,F
BE,1,F
BE,1,F
BE,1,M
BE,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,M
IE,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,M
FR,1,F
FR,1,F
FR,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,M
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,M
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
IN,1,F
IN,1,F
US,1,F
US,1,F
US,1,F
HK,1,M
HK,1,F
HK,1,F
HK,1,M
HK,1,F
HK,1,F
HK,1,M
HK,1,F
HK,1,M
HK,1,M
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,M
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,M
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,F
HK,1,M
HK,1,M
HK,1,F
HK,1,M
HK,1,F
HK,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,M
DE,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,M
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,M
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
IE,1,F
IE,1,F
US,1,M
US,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,M
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,M
UK,1,F
US,1,F
UK,1,F
UK,1,M
UK,1,M
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
US,1,M
US,1,F
US,1,M
IE,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,F
KR,1,M
KR,1,M
KR,1,F
KR,1,F
KR,1,F
CH,1,M
CH,1,F
CH,1,F
UK,1,F
US,1,M
IE,1,F
IE,1,F
IE,1,F
US,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
DE,1,M
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,M
DE,1,F
DE,1,F
DE,1,F
DE,1,M
DE,1,M
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
DE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,M
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,M
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
US,1,M
US,1,F
UK,1,F
US,1,F
US,1,M
US,1,M
US,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,M
US,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,M
UK,1,F
UK,1,M
IN,1,F
IN,1,M
IN,1,F
IN,1,M
IN,1,F
IN,1,M
IN,1,F
IN,1,M
IN,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,M
IE,1,F
IE,1,F
IE,1,F
IE,1,F
IE,1,M
IE,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,M
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,M
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
UK,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
CA,1,F
CA,1,M
US,1,F
CZ,1,F
CZ,1,F
US,1,F
IE,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,M
AU,1,F
AU,1,F
AU,1,F
AU,1,M
AU,1,F
AU,1,F
AU,1,F
AU,1,M
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,M
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,M
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,M
US,1,M
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,M
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
US,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,M
AU,1,M
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
AU,1,F
