iyear,Attack Count,region_txt
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Southeast Asia
1970,1,Central America & Caribbean
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,Central America & Caribbean
1970,1,East Asia
1970,1,North America
1970,1,North America
1970,1,Sub-Saharan Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Southeast Asia
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Southeast Asia
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,Eastern Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Eastern Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Eastern Europe
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,South America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,Southeast Asia
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Southeast Asia
1970,1,Western Europe
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,Middle East & North Africa
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,South America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,Western Europe
1970,1,Western Europe
1970,1,Western Europe
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,South America
1970,1,Central America & Caribbean
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,Central America & Caribbean
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,Eastern Europe
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,Western Europe
1970,1,Eastern Europe
1970,1,Eastern Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Eastern Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,Middle East & North Africa
1970,1,South America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,Western Europe
1970,1,Western Europe
1970,1,Middle East & North Africa
1970,1,North America
1970,1,Eastern Europe
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,South America
1970,1,South America
1970,1,Western Europe
1970,1,South America
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,Eastern Europe
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,Middle East & North Africa
1970,1,North America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,South America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,Australasia & Oceania
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,Middle East & North Africa
1970,1,Western Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,South Asia
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,Eastern Europe
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,Western Europe
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,South America
1970,1,Middle East & North Africa
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,Southeast Asia
1970,1,North America
1970,1,North America
1970,1,Middle East & North Africa
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,Western Europe
1970,1,South America
1970,1,Western Europe
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,North America
1970,1,South America
1970,1,South America
1970,1,North America
1970,1,South America
1970,1,North America
1970,1,North America
1970,1,Western Europe
1970,1,Middle East & North Africa
1970,1,North America
1970,1,Middle East & North Africa
1970,1,South America
1970,1,Western Europe
1970,1,Western Europe
1970,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,South America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,South America
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Sub-Saharan Africa
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Central America & Caribbean
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Sub-Saharan Africa
1971,1,South America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,North America
1971,1,South America
1971,1,South America
1971,1,South America
1971,1,Western Europe
1971,1,Central America & Caribbean
1971,1,Central America & Caribbean
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,North America
1971,1,South America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,North America
1971,1,South America
1971,1,Middle East & North Africa
1971,1,Southeast Asia
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Central America & Caribbean
1971,1,Middle East & North Africa
1971,1,North America
1971,1,South America
1971,1,Middle East & North Africa
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Southeast Asia
1971,1,Southeast Asia
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,South America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,North America
1971,1,South America
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,Southeast Asia
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,North America
1971,1,Middle East & North Africa
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,South America
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Central America & Caribbean
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,Eastern Europe
1971,1,Middle East & North Africa
1971,1,Eastern Europe
1971,1,Eastern Europe
1971,1,Eastern Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,South America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,South America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Southeast Asia
1971,1,Southeast Asia
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,North America
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,Middle East & North Africa
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,South America
1971,1,South America
1971,1,South America
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,East Asia
1971,1,North America
1971,1,Australasia & Oceania
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Middle East & North Africa
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,Western Europe
1971,1,Western Europe
1971,1,North America
1971,1,Western Europe
1971,1,North America
1971,1,Middle East & North Africa
1971,1,Western Europe
1972,1,Central America & Caribbean
1972,1,Southeast Asia
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,South America
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Eastern Europe
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,South America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,South Asia
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,South America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Southeast Asia
1972,1,Southeast Asia
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,South America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,South America
1972,1,South America
1972,1,South America
1972,1,South America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,North America
1972,1,South America
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,South America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,South America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Southeast Asia
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Southeast Asia
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Southeast Asia
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,South America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Southeast Asia
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,South America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,North America
1972,1,North America
1972,1,North America
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
1972,1,Middle East & North Africa
1972,1,Middle East & North Africa
1972,1,Southeast Asia
1972,1,Western Europe
1972,1,Western Europe
1972,1,Western Europe
