Timestamp,Attribute_Name,Attribute_Table,Sensor_id,Value,Name,Latitude,Longitude
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,066a1847-2e01-4b36-959e-786ceff01173,14.7,LW1,51.445468,-0.020266
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,7475490b-3d67-4bcc-9cbe-75b6dd574f49,17.3,RI1,51.480189,-0.237335
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,a74808e6-c537-4a26-8133-d4407fb37a1e,15.3,RB4,51.57661,0.030858
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,56c745cd-ad6d-4550-bd9d-556979b1fc05,3.2,ST4,51.3586596125,-0.1497239466
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,fd36e6dd-f8be-43ac-8ea2-48e6c756a612,29.2,EA6,51.53085,-0.292488
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,4265769a-3c04-421d-b55f-8c474e4c41d5,5.9,BG2,51.529389,0.132857
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,60bd5e24-49f5-49b5-8dc2-be4932fba2cf,12.8,BT5,51.552656,-0.248774
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,c0721c2b-8b49-44d0-b49e-665a317b27ff,6.4,BG1,51.563752,0.177891
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,32ff0ea1-0365-4c30-b96f-06bb1a55ed74,14.8,WM5,51.5119769826,-0.1216272033
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,abf2dd0b-ad88-43ae-8c39-57fcf289d5b0,23.5,ST6,51.377923,-0.240414
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,d33635e2-d1a5-48bb-b37f-8c6ea9b6786e,16.3,WA2,51.456962,-0.191074
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,4760b3a5-59b1-4d51-aa84-f234124db81c,-0.5,CD1,51.544219,-0.175284
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,e021b6ab-5eca-4490-b0c9-21d47d9b8957,20.3,BT6,51.537799,-0.247793
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,95be4085-d732-4227-ab2b-e944ce7f6df0,46.7,CT6,51.510499,-0.091634
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,9913f9d3-b6ec-4406-b652-37d0de9e70c3,3.8,BX1,51.4659832747,0.184877127
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,7fc6d044-350e-4353-959e-9be070424864,9.5,CR5,51.411349,-0.12311
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,d3a7b126-e21f-4684-b8ad-1b3bb7e5fa4a,13,CT3,51.5138471784,-0.0777656818
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,c212151b-09b0-4634-802b-131fb8777935,31.3,IS2,51.555378,-0.116146
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,29b2881d-9930-4ff1-aa28-2f56bc1fa756,11.8,GR9,51.456357,0.040725
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,551dca00-cac3-4edc-8293-0a023a89518a,10.3,GN0,51.490532,0.074003
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,d7981b2e-4dec-420c-8bc7-40b7ddc5429e,14.9,EN4,51.614864007,-0.0507658364
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,596f0ecf-a9ba-4c0d-9064-7e6a222fc56d,5.1,GB6,51.4563,0.085606
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,f5289022-ec7e-4ff8-9acd-4211e947b952,13.3,EN5,51.613865,-0.125338
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,47f20356-7bf6-4ce0-b5d7-4123c44f8229,25.6,GR8,51.486884,0.017901
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,5876bb67-8750-4c9e-88ff-b22099eae25b,-3.4,GR4,51.45258,0.070766
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,14261bfc-2d11-4c35-9a27-a73c724e6904,7.9,GN3,51.486957,0.095111
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,0ce44b08-e28b-4ed6-8eca-cebfb6db0bde,18.9,GR7,51.472504,-0.012381
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,56fd6318-7233-40e2-a6aa-39971baba22e,19.4,HV3,51.572976,0.179079
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,0c3ad903-1512-4775-bac9-d1ca91ebed51,26.4,HK6,51.526454,-0.08491
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,7f95c811-819f-4c5d-913b-4d58e6b7c140,26.5,HG1,51.599302,-0.068218
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,a6ad5d2e-a1fb-4d05-a9d5-9cb680cd5abc,14.9,HV1,51.5207874593,0.2054607057
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,7dac8e6e-d45b-4bb9-8512-06527d7229f1,9.9,HR1,51.617327,-0.298775
1549238400000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,5c257148-13ca-410a-8e7c-c313b769ec75,16.9,HR2,51.588417,-0.362989
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,066a1847-2e01-4b36-959e-786ceff01173,51.7,LW1,51.445468,-0.020266
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,a74808e6-c537-4a26-8133-d4407fb37a1e,54.1,RB4,51.57661,0.030858
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,83c7f4f6-ca98-40b6-a091-c3b28b206626,57,TH2,51.5225294861,-0.0421550992
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,7475490b-3d67-4bcc-9cbe-75b6dd574f49,45.8,RI1,51.480189,-0.237335
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,3704c8e1-d93b-4efa-9c69-d4fda8fc805e,43.2,ST5,51.3892869045,-0.1416615248
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,d36ee57b-a5cd-4dea-81e6-e9c0fb37bc76,43.9,SK5,51.4804994936,-0.0595528933
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,d33635e2-d1a5-48bb-b37f-8c6ea9b6786e,65.2,WA2,51.456962,-0.191074
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,95be4085-d732-4227-ab2b-e944ce7f6df0,82.2,CT6,51.510499,-0.091634
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,95e12467-be3e-4bf2-92ea-29bd1bf5a698,43.5,LW2,51.474954,-0.039641
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,c212151b-09b0-4634-802b-131fb8777935,68.3,IS2,51.555378,-0.116146
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,dd302595-54c8-424d-ac28-e15820612fb6,56,IS6,51.557895,-0.106989
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,14261bfc-2d11-4c35-9a27-a73c724e6904,58.4,GN3,51.486957,0.095111
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,0ce44b08-e28b-4ed6-8eca-cebfb6db0bde,53.3,GR7,51.472504,-0.012381
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,0c3ad903-1512-4775-bac9-d1ca91ebed51,57.5,HK6,51.526454,-0.08491
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,5876bb67-8750-4c9e-88ff-b22099eae25b,21.3,GR4,51.45258,0.070766
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,7fc6d044-350e-4353-959e-9be070424864,52.9,CR5,51.411349,-0.12311
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,4760b3a5-59b1-4d51-aa84-f234124db81c,44.3,CD1,51.544219,-0.175284
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,4ecc8379-5fe1-4a84-affa-6f9f4c6b8ea4,52.6,EA8,51.518948,-0.265617
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,fd36e6dd-f8be-43ac-8ea2-48e6c756a612,85.1,EA6,51.53085,-0.292488
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,47f20356-7bf6-4ce0-b5d7-4123c44f8229,75.7,GR8,51.486884,0.017901
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,551dca00-cac3-4edc-8293-0a023a89518a,50.1,GN0,51.490532,0.074003
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,3004cb8a-2e0d-4d7c-b4ac-5985d83418c1,65.5,LB5,51.485486774,-0.1245452348
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,53f43c22-962c-4385-8070-7ec664a33755,70.3,TH4,51.5150461674,-0.0084184927
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,77aca2bd-a825-476e-bc1d-9462b52b2924,32.1,RI2,51.476168,-0.230427
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,56c745cd-ad6d-4550-bd9d-556979b1fc05,43.4,ST4,51.3586596125,-0.1497239466
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,c0721c2b-8b49-44d0-b49e-665a317b27ff,45.7,BG1,51.563752,0.177891
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,8eaa7e71-8fb2-4463-bb60-6d2f5d0371fb,73.6,MY1,51.52254,-0.15459
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,e021b6ab-5eca-4490-b0c9-21d47d9b8957,65.4,BT6,51.537799,-0.247793
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,596f0ecf-a9ba-4c0d-9064-7e6a222fc56d,36.4,GB6,51.4563,0.085606
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,f5289022-ec7e-4ff8-9acd-4211e947b952,78.1,EN5,51.613865,-0.125338
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,9913f9d3-b6ec-4406-b652-37d0de9e70c3,42.4,BX1,51.4659832747,0.184877127
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,29b2881d-9930-4ff1-aa28-2f56bc1fa756,51.6,GR9,51.456357,0.040725
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,56fd6318-7233-40e2-a6aa-39971baba22e,41.9,HV3,51.572976,0.179079
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,dab0f36f-a630-4095-a8e6-0fe4114dc053,82.3,BT4,51.552476,-0.258089
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,32ff0ea1-0365-4c30-b96f-06bb1a55ed74,64.1,WM5,51.5119769826,-0.1216272033
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,5c257148-13ca-410a-8e7c-c313b769ec75,59.2,HR2,51.588417,-0.362989
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,60bd5e24-49f5-49b5-8dc2-be4932fba2cf,60.2,BT5,51.552656,-0.248774
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,d7981b2e-4dec-420c-8bc7-40b7ddc5429e,48.3,EN4,51.614864007,-0.0507658364
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,1f43b87d-002e-45b0-a6a4-5f5aeaf70f52,34.6,BQ7,51.4946486813,0.1372791112
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,d7ce4006-0a32-4734-bd55-fc19b225aa14,48.5,KC1,51.5210467476,-0.2134921396
1549324800000,NO2,NO2_33f935da_323d_45f8_87cb_ba58f75b4482,7f95c811-819f-4c5d-913b-4d58e6b7c140,54.1,HG1,51.599302,-0.068218
