average,end,start
0.033494316622294004,2019-03-15T13:31:13.055000Z,2019-03-15T11:49:07.038000Z
0.033426112039204,2019-03-16T13:12:14.632000Z,2019-03-16T11:31:09.213000Z
0.033233365679488,2019-03-17T12:53:21.767000Z,2019-03-17T11:13:32.666000Z
0.034634686506945005,2019-03-18T14:15:44.001000Z,2019-03-18T12:32:19.385000Z
0.034263147367859,2019-03-19T13:56:22.057000Z,2019-03-19T12:13:38.240000Z
0.034608542865502,2019-03-20T13:37:32.993000Z,2019-03-20T11:55:09.216000Z
0.03382489165025,2019-03-21T13:18:31.930000Z,2019-03-21T11:36:32.632000Z
0.034404251332345,2019-03-22T12:59:36.986000Z,2019-03-22T11:19:04.086000Z
0.036267586084811,2019-03-23T14:22:01.257000Z,2019-03-23T12:38:33.402000Z
0.039060346733827,2019-03-24T14:02:58.229000Z,2019-03-24T12:19:54.133000Z
0.039552150734963,2019-03-25T13:43:52.006000Z,2019-03-25T12:01:14.909000Z
0.03767150741347,2019-03-26T13:24:51.578000Z,2019-03-26T11:42:41.480000Z
0.037231449613241,2019-03-27T13:05:53.759000Z,2019-03-27T11:24:11.740000Z
0.039485029034214005,2019-03-28T14:27:14.199000Z,2019-03-28T12:44:50.662000Z
0.038245600815194,2019-03-29T14:09:13.738000Z,2019-03-29T12:26:05.322000Z
0.037547114412776,2019-03-30T13:50:11.400000Z,2019-03-30T12:07:25.662000Z
0.038774359523723004,2019-03-31T13:31:08.660000Z,2019-03-31T11:48:48.842000Z
0.037715351686405,2019-04-01T13:12:11.919000Z,2019-04-01T11:30:19.101000Z
0.033198984339833,2019-04-02T11:13:57.877000Z,2019-04-02T11:13:27.637000Z
0.032489776268209,2019-04-03T14:15:35.016000Z,2019-04-03T14:13:13.539000Z
0.032841644927804,2019-04-04T13:56:24.354000Z,2019-04-04T12:13:35.257000Z
0.035975483703132,2019-04-05T13:37:26.570000Z,2019-04-05T11:55:15.152000Z
0.036795186654975005,2019-04-06T13:18:26.585000Z,2019-04-06T11:36:27.047000Z
0.037631716411392006,2019-04-07T12:59:34.552000Z,2019-04-07T11:18:48.212000Z
0.038690253085959005,2019-04-08T14:21:56.068000Z,2019-04-08T12:38:28.212000Z
0.038700173414354,2019-04-09T14:02:52.373000Z,2019-04-09T12:19:47.193000Z
0.03888997650019,2019-04-10T13:43:37.089000Z,2019-04-10T12:01:10.547000Z
0.037911827639540006,2019-04-11T13:24:41.809000Z,2019-04-11T11:42:36.869000Z
0.038029917119616,2019-04-12T13:05:47.996000Z,2019-04-12T11:24:09.218000Z
0.037519282971819,2019-04-13T14:27:44.070000Z,2019-04-13T11:07:36.949000Z
0.036908247155334,2019-04-14T14:09:02.202000Z,2019-04-14T12:26:00.266000Z
0.036172651652748,2019-04-16T13:31:03.224000Z,2019-04-16T11:48:51.568000Z
0.040194103886422,2019-04-17T13:12:04.194000Z,2019-04-17T11:30:13.536000Z
0.039372040986500004,2019-04-18T12:53:14.645000Z,2019-04-18T12:50:59.648000Z
0.038326727237803004,2019-04-19T14:15:11.314000Z,2019-04-19T12:32:12.378000Z
0.038292115942264005,2019-04-20T13:56:13.785000Z,2019-04-20T12:13:31.289000Z
0.037588760919318,2019-04-21T13:37:21.115000Z,2019-04-21T11:54:54.819000Z
0.036653932698351,2019-04-22T13:18:20.645000Z,2019-04-22T11:36:29.507000Z
0.03471731420221,2019-04-23T12:59:26.173000Z,2019-04-23T11:19:48.353000Z
0.034574466751899,2019-04-24T14:21:44.241000Z,2019-04-24T12:38:23.946000Z
0.031156299934082,2019-04-25T14:02:45.451000Z,2019-04-25T12:19:41.955000Z
0.034014745755660006,2019-04-26T13:43:39.341000Z,2019-04-26T12:01:04.405000Z
0.030822400242795003,2019-04-27T13:24:34.071000Z,2019-04-27T11:42:27.814000Z
0.033912832637323004,2019-04-28T13:05:40.799000Z,2019-04-28T11:24:06.101000Z
0.033206326278547,2019-04-29T14:27:37.344000Z,2019-04-29T11:07:07.185000Z
0.034679530709056,2019-04-30T14:09:02.188000Z,2019-04-30T12:25:52.213000Z
0.035446152036699,2019-05-01T13:50:01.952000Z,2019-05-01T12:07:11.417000Z
0.032719606994371,2019-05-02T13:30:56.079000Z,2019-05-02T11:48:36.862000Z
0.035281266406258005,2019-05-03T13:11:57.135000Z,2019-05-03T11:30:27.597000Z
0.036689857262022,2019-05-04T14:33:18.999000Z,2019-05-04T11:13:08.880000Z
0.035968856593028,2019-05-05T14:15:26.322000Z,2019-05-05T12:32:01.708000Z
0.035168668315053005,2019-05-06T13:56:18.047000Z,2019-05-06T12:13:21.511000Z
0.033909937695910004,2019-05-07T13:37:14.132000Z,2019-05-07T11:54:46.516000Z
0.031226268693721002,2019-05-08T13:18:13.297000Z,2019-05-08T11:36:13.760000Z
0.032271307280074005,2019-05-09T12:59:18.580000Z,2019-05-09T11:17:59.243000Z
0.032266946632396,2019-05-10T14:21:42.761000Z,2019-05-10T12:38:14.906000Z
0.032933005119606,2019-05-11T14:02:38.322000Z,2019-05-11T12:19:30.987000Z
0.034421657682174006,2019-05-12T13:43:32.442000Z,2019-05-12T12:00:56.426000Z
0.034566316632674,2019-05-13T13:24:31.441000Z,2019-05-13T11:42:24.585000Z
0.034191958986005,2019-05-14T13:05:34.559000Z,2019-05-14T11:23:53.622000Z
0.032606346506093,2019-05-15T12:46:42.836000Z,2019-05-15T11:07:01.776000Z
0.031828588092368,2019-05-16T14:08:57.850000Z,2019-05-16T12:25:45.715000Z
0.031709474803624,2019-05-17T13:49:50.886000Z,2019-05-17T12:07:04.911000Z
0.031121521557752004,2019-05-18T13:30:48.003000Z,2019-05-18T11:48:29.267000Z
0.032778877230026,2019-05-19T13:11:50.158000Z,2019-05-19T11:29:58.421000Z
0.031596105522763006,2019-05-20T14:33:10.450000Z,2019-05-20T11:13:06.212000Z
0.029716357717487003,2019-05-21T14:15:18.359000Z,2019-05-21T12:31:56.745000Z
0.032440452374293,2019-05-22T13:56:02.271000Z,2019-05-22T12:13:20.856000Z
0.030893161558899002,2019-05-23T11:56:52.366000Z,2019-05-23T11:54:41.689000Z
0.029475203850239003,2019-05-24T13:18:10.497000Z,2019-05-24T11:36:08.561000Z
0.031693354906404,2019-05-25T12:59:11.207000Z,2019-05-25T11:17:52.710000Z
0.030114190793923003,2019-05-26T14:21:34.853000Z,2019-05-26T12:38:06.759000Z
0.030130789898363004,2019-05-27T14:02:30.159000Z,2019-05-27T12:19:25.825000Z
0.030932449248163,2019-05-28T13:43:24.417000Z,2019-05-28T12:00:50.562000Z
0.030793744622424003,2019-05-29T13:24:27.767000Z,2019-05-29T11:42:14.192000Z
0.031389470289771,2019-05-30T13:05:27.396000Z,2019-05-30T11:23:46.460000Z
0.029044516886082002,2019-05-31T12:46:36.983000Z,2019-05-31T12:44:19.826000Z
0.031657059983133,2019-06-01T14:08:45.145000Z,2019-06-01T12:25:37.810000Z
0.036486783219461,2019-06-02T13:49:42.848000Z,2019-06-02T12:06:59.874000Z
0.031156966061353004,2019-06-03T13:30:40.430000Z,2019-06-03T11:48:23.615000Z
0.029616130120826003,2019-06-04T13:11:41.491000Z,2019-06-04T11:30:13.035000Z
0.029444705745255,2019-06-05T12:52:53.110000Z,2019-06-05T11:13:30.411000Z
0.028350762103777002,2019-06-06T14:14:48.905000Z,2019-06-06T12:31:46.732000Z
0.028767388972068004,2019-06-07T13:56:06.282000Z,2019-06-07T12:13:05.428000Z
0.028587723203636003,2019-06-08T13:37:00.581000Z,2019-06-08T11:54:29.967000Z
0.029925667721292,2019-06-09T13:17:57.682000Z,2019-06-09T11:35:58.386000Z
0.028576472548372003,2019-06-10T12:59:04.112000Z,2019-06-10T11:18:40.694000Z
0.028493196777195,2019-06-11T14:21:26.549000Z,2019-06-11T12:37:58.695000Z
0.028805946646869002,2019-06-12T14:02:13.449000Z,2019-06-12T12:19:29.635000Z
0.028107967894232002,2019-06-13T13:43:11.508000Z,2019-06-13T12:00:37.653000Z
0.028404205181358003,2019-06-14T13:24:13.887000Z,2019-06-14T11:42:08.111000Z
0.027869611492173003,2019-06-15T13:05:19.867000Z,2019-06-15T11:23:37.611000Z
0.027187223320607003,2019-06-16T14:27:26.705000Z,2019-06-16T11:06:43.109000Z
0.027023290543789002,2019-06-17T14:08:42.284000Z,2019-06-17T12:25:27.390000Z
0.027155686059210003,2019-06-18T13:49:34.704000Z,2019-06-18T12:07:03.009000Z
0.026454275336874004,2019-06-19T13:30:32.283000Z,2019-06-19T11:48:14.388000Z
0.026785632114975002,2019-06-20T13:11:32.860000Z,2019-06-20T11:29:44.484000Z
0.028173677372740003,2019-06-21T12:52:40.394000Z,2019-06-21T11:12:49.616000Z
0.028523637252775003,2019-06-22T14:14:56.437000Z,2019-06-22T12:31:37.223000Z
0.028002963509081002,2019-06-23T13:55:48.732000Z,2019-06-23T12:13:09.238000Z
0.026807348345323,2019-06-24T13:36:48.948000Z,2019-06-24T11:54:26.733000Z
0.027881467969910003,2019-06-25T13:17:49.163000Z,2019-06-25T11:35:50.947000Z
0.029315976104533,2019-06-26T12:58:54.177000Z,2019-06-26T11:17:35.680000Z
0.027321614610145,2019-06-27T14:21:20.928000Z,2019-06-27T12:37:49.594000Z
0.027095631278530003,2019-06-28T14:02:12.263000Z,2019-06-28T12:19:09.249000Z
0.027936141226488003,2019-06-29T13:43:09.239000Z,2019-06-29T12:00:32.985000Z
0.027254768152936003,2019-06-30T13:24:06.934000Z,2019-06-30T11:42:00.919000Z
0.027746557120395,2019-07-01T13:05:08.708000Z,2019-07-01T11:23:28.612000Z
0.027018014561408003,2019-07-02T14:27:30.057000Z,2019-07-02T11:06:34.583000Z
0.026436122469021002,2019-07-03T14:08:13.192000Z,2019-07-03T12:25:17.738000Z
0.026585257507395002,2019-07-04T13:49:21.445000Z,2019-07-04T12:06:41.111000Z
0.025817623864859002,2019-07-05T13:30:25.560000Z,2019-07-05T11:48:10.065000Z
0.027043361207423,2019-07-06T13:11:25.534000Z,2019-07-06T11:29:37.039000Z
0.027829568810671,2019-07-07T12:52:30.789000Z,2019-07-07T11:12:40.611000Z
0.026723276441251,2019-07-08T14:14:52.740000Z,2019-07-08T12:31:32.207000Z
0.024994865995740002,2019-07-09T13:55:37.717000Z,2019-07-09T12:12:46.942000Z
0.026130786071454002,2019-07-10T13:36:39.253000Z,2019-07-10T11:54:11.399000Z
0.029777665017867,2019-07-11T13:17:40.312000Z,2019-07-11T11:35:41.616000Z
0.028987384283073,2019-07-12T12:58:45.448000Z,2019-07-12T11:17:27.792000Z
0.028621063345954004,2019-07-13T14:21:14.604000Z,2019-07-13T12:37:42.430000Z
0.030181532966551003,2019-07-14T14:02:10.860000Z,2019-07-14T12:19:01.366000Z
0.033433205594806004,2019-07-16T13:23:59.008000Z,2019-07-16T11:41:55.393000Z
0.027447948804286002,2019-07-17T13:05:02.466000Z,2019-07-17T11:23:39.649000Z
0.028376986555566003,2019-07-18T14:27:25.110000Z,2019-07-18T11:06:35.514000Z
0.030795568685826002,2019-07-19T14:08:30.969000Z,2019-07-19T12:25:16.075000Z
0.030055322080999,2019-07-20T13:49:24.948000Z,2019-07-20T12:06:40.054000Z
0.031939446682832,2019-07-21T13:30:23.007000Z,2019-07-21T11:48:08.352000Z
0.027171613406631,2019-07-22T11:31:43.487000Z,2019-07-22T11:29:42.530000Z
0.029180396131651003,2019-07-23T14:32:58.623000Z,2019-07-23T11:12:43.946000Z
0.029706245535945003,2019-07-24T14:14:56.323000Z,2019-07-24T12:31:34.949000Z
0.029926240244167002,2019-07-25T13:55:50.184000Z,2019-07-25T12:12:55.570000Z
0.029884663029857,2019-07-26T13:36:48.725000Z,2019-07-26T11:54:20.270000Z
0.03032160649911,2019-07-27T13:17:46.427000Z,2019-07-27T11:35:49.051000Z
0.030724982673555,2019-07-28T12:58:52.290000Z,2019-07-28T11:18:01.633000Z
0.030940221679030003,2019-07-29T14:21:16.291000Z,2019-07-29T12:37:52.757000Z
0.027254575956226,2019-07-30T14:02:13.936000Z,2019-07-30T12:19:07.201000Z
0.029203759327930002,2019-07-31T13:43:11.041000Z,2019-07-31T12:00:32.866000Z
0.030828419036578004,2019-08-01T13:24:05.025000Z,2019-08-01T11:42:00.329000Z
0.030671241970961,2019-08-02T13:05:11.849000Z,2019-08-02T11:23:30.913000Z
0.029119692303857,2019-08-03T14:26:27.332000Z,2019-08-03T11:06:38.814000Z
0.029471799640393002,2019-08-04T14:08:38.195000Z,2019-08-04T12:25:28.221000Z
0.03091206987074,2019-08-05T13:49:32.181000Z,2019-08-05T12:06:44.046000Z
0.029526213960101,2019-08-06T13:30:29.651000Z,2019-08-06T11:48:12.475000Z
0.028066525272151,2019-08-07T13:11:31.568000Z,2019-08-07T11:29:42.110000Z
0.030115365538053003,2019-08-08T14:33:04.826000Z,2019-08-08T11:12:50.147000Z
0.029278030288703003,2019-08-09T14:14:29.665000Z,2019-08-09T12:31:42.369000Z
0.029247088764663004,2019-08-10T13:56:00.704000Z,2019-08-10T12:12:58.528000Z
0.030282612721403004,2019-08-11T13:36:41.744000Z,2019-08-11T11:54:34.167000Z
0.030489548858579,2019-08-12T13:17:52.396000Z,2019-08-12T11:35:55.859000Z
0.031647174283862003,2019-08-13T12:58:58.522000Z,2019-08-13T11:17:39.424000Z
0.032004122281335,2019-08-14T14:21:22.425000Z,2019-08-14T12:37:54.810000Z
0.034696971653645,2019-08-15T14:02:17.990000Z,2019-08-15T12:19:13.055000Z
0.032299945973893004,2019-08-16T13:43:13.434000Z,2019-08-16T12:01:16.417000Z
0.031614510226824,2019-08-17T13:24:13.438000Z,2019-08-17T11:42:18.221000Z
0.031212710747927003,2019-08-18T13:05:17.885000Z,2019-08-18T11:23:36.347000Z
0.034309307902174,2019-08-19T14:27:12.513000Z,2019-08-19T11:06:44.513000Z
0.036599484917062004,2019-08-20T14:08:41.603000Z,2019-08-20T12:25:31.507000Z
0.036674354905764005,2019-08-21T13:49:19.775000Z,2019-08-21T12:06:53.358000Z
0.032714126618168006,2019-08-22T13:30:31.906000Z,2019-08-22T11:48:19.889000Z
0.031483397827417,2019-08-23T13:11:39.120000Z,2019-08-23T11:29:49.782000Z
0.033831569099033,2019-08-24T12:52:45.734000Z,2019-08-24T11:13:20.752000Z
0.031651572526452,2019-08-25T14:15:08.088000Z,2019-08-25T12:31:47.672000Z
0.030685887869017003,2019-08-26T13:56:00.424000Z,2019-08-26T12:13:07.487000Z
0.030177642388227004,2019-08-27T13:36:56.962000Z,2019-08-27T11:54:32.344000Z
0.030968930631269,2019-08-28T13:17:58.182000Z,2019-08-28T11:35:59.003000Z
0.031715652318617005,2019-08-29T12:59:04.444000Z,2019-08-29T11:17:45.344000Z
0.025349478152665,2019-08-30T14:21:28.247000Z,2019-08-30T12:38:03.990000Z
0.028948410128162003,2019-08-31T14:02:23.591000Z,2019-08-31T12:19:18.174000Z
0.03183146769457,2019-09-01T13:43:18.817000Z,2019-09-01T12:00:44.599000Z
0.030258789278414,2019-09-02T13:24:19.682000Z,2019-09-02T11:42:11.023000Z
0.027425299365339002,2019-09-03T13:05:20.307000Z,2019-09-03T11:23:45.967000Z
0.030985935295076,2019-09-04T14:27:43.754000Z,2019-09-04T11:06:50.191000Z
0.034324410790216,2019-09-05T14:08:31.784000Z,2019-09-05T12:25:35.246000Z
0.032911677686212004,2019-09-06T13:49:42.046000Z,2019-09-06T12:07:07.198000Z
0.033736006413219,2019-09-07T13:30:39.800000Z,2019-09-07T11:48:23.341000Z
0.032038678868291,2019-09-08T13:11:43.075000Z,2019-09-08T11:29:53.615000Z
0.029292683588501,2019-09-09T14:33:15.652000Z,2019-09-09T11:13:00.728000Z
0.030729814956748,2019-09-10T14:15:01.888000Z,2019-09-10T12:31:49.390000Z
0.030637246488144,2019-09-11T13:56:04.928000Z,2019-09-11T12:13:09.469000Z
0.029182092295747003,2019-09-12T13:37:01.968000Z,2019-09-12T11:54:34.229000Z
0.033884959978601005,2019-09-13T13:18:02.368000Z,2019-09-13T11:36:03.188000Z
0.033633666563658,2019-09-14T12:59:10.292000Z,2019-09-14T11:19:12.429000Z
0.029656613552635002,2019-09-15T14:21:32.919000Z,2019-09-15T12:38:09.141000Z
0.030573237086022,2019-09-16T14:02:28.406000Z,2019-09-16T12:19:23.467000Z
0.031241691765069003,2019-09-17T13:43:25.934000Z,2019-09-17T12:00:49.794000Z
0.027087507564514002,2019-09-18T13:24:23.586000Z,2019-09-18T11:42:17.205000Z
0.027697994500923,2019-09-19T13:05:27.450000Z,2019-09-19T11:23:50.949000Z
0.026901962074068003,2019-09-20T14:27:47.087000Z,2019-09-20T11:06:54.361000Z
0.027910987141213,2019-09-21T14:08:53.382000Z,2019-09-21T12:25:41.723000Z
0.029892944730818,2019-09-22T13:49:46.840000Z,2019-09-22T12:06:59.780000Z
0.029304655468642003,2019-09-23T13:30:44.859000Z,2019-09-23T11:48:26.358000Z
0.027838055699787003,2019-09-24T13:11:48.159000Z,2019-09-24T11:30:25.937000Z
0.028926085464136,2019-09-25T14:33:19.804000Z,2019-09-25T11:13:04.996000Z
0.028342399890074,2019-09-26T14:15:20.585000Z,2019-09-26T12:31:53.565000Z
0.030225676664894,2019-09-27T13:56:09.518000Z,2019-09-27T12:13:13.702000Z
0.029555700408915003,2019-09-28T13:37:06.338000Z,2019-09-28T11:54:40.637000Z
0.027410552182862,2019-09-29T13:18:07.362000Z,2019-09-29T11:36:07.941000Z
0.028367616932525003,2019-09-30T12:59:13.668000Z,2019-09-30T11:17:54.445000Z
0.028175923557391003,2019-10-01T14:21:37.876000Z,2019-10-01T12:38:10.016000Z
0.031010224742434003,2019-10-02T14:02:33.864000Z,2019-10-02T12:19:31.923000Z
0.028515911551521004,2019-10-03T13:43:28.649000Z,2019-10-03T12:01:07.387000Z
0.028394241358013002,2019-10-04T13:24:28.119000Z,2019-10-04T11:42:19.698000Z
0.029346116051516002,2019-10-05T13:04:53.993000Z,2019-10-05T11:23:59.129000Z
0.028075465375966002,2019-10-06T14:27:54.448000Z,2019-10-06T11:07:00.040000Z
0.027205518410844003,2019-10-07T14:08:58.963000Z,2019-10-07T12:25:44.303000Z
0.027746062683767003,2019-10-08T13:49:48.599000Z,2019-10-08T12:07:23.138000Z
0.02826883178604,2019-10-09T13:30:49.156000Z,2019-10-09T11:48:33.773000Z
0.029936303045939004,2019-10-10T13:11:52.833000Z,2019-10-10T11:30:05.050000Z
0.028602749211486003,2019-10-11T14:33:27.973000Z,2019-10-11T11:13:11.364000Z
0.028810556954704,2019-10-12T14:15:18.210000Z,2019-10-12T12:32:14.109000Z
0.028808653300392003,2019-10-13T13:56:17.531000Z,2019-10-13T12:13:21.230000Z
0.029145761692928002,2019-10-14T13:37:06.093000Z,2019-10-14T11:54:58.270000Z
0.029642188780461,2019-10-15T13:18:13.195000Z,2019-10-15T11:36:14.012000Z
0.028289476977312003,2019-10-16T12:59:19.519000Z,2019-10-16T11:18:05.695000Z
0.028690418762313003,2019-10-17T14:21:35.228000Z,2019-10-17T12:38:15.767000Z
0.028131294858468003,2019-10-18T14:02:35.073000Z,2019-10-18T12:19:39.611000Z
0.029066097958720002,2019-10-19T13:43:34.800000Z,2019-10-19T12:00:57.458000Z
0.029217674406214002,2019-10-20T13:24:34.286000Z,2019-10-20T11:42:28.023000Z
0.029176696045499002,2019-10-21T13:05:21.176000Z,2019-10-21T11:24:12.992000Z
0.028373038088242004,2019-10-22T14:27:58.129000Z,2019-10-22T12:44:36.628000Z
0.028627950785448,2019-10-23T14:08:41.660000Z,2019-10-23T12:25:55.198000Z
0.028289433493877,2019-10-24T13:49:58.071000Z,2019-10-24T12:07:10.649000Z
0.028161338738446003,2019-10-25T13:30:55.763000Z,2019-10-25T11:48:37.140000Z
0.028339282510911,2019-10-26T13:11:58.614000Z,2019-10-26T11:30:11.791000Z
0.030905863341347,2019-10-27T14:33:20.934000Z,2019-10-27T11:13:20.042000Z
0.030349291038467,2019-10-28T14:15:29.309000Z,2019-10-28T12:32:04.807000Z
0.030264831810112,2019-10-29T13:56:21.005000Z,2019-10-29T12:13:29.383000Z
0.030429461250259002,2019-10-30T13:37:16.301000Z,2019-10-30T11:54:49.998000Z
0.029122464035607,2019-10-31T13:18:18.798000Z,2019-10-31T11:36:21.654000Z
0.028508411476113,2019-11-01T12:59:28.016000Z,2019-11-01T11:19:21.149000Z
0.027076874899141002,2019-11-02T14:21:37.258000Z,2019-11-02T12:38:20.556000Z
0.029549751574491002,2019-11-03T14:02:46.357000Z,2019-11-03T12:19:42.374000Z
0.029174703723232002,2019-11-04T13:43:40.136000Z,2019-11-04T12:01:03.753000Z
0.030634574549503003,2019-11-05T13:24:40.478000Z,2019-11-05T11:42:29.894000Z
0.028690410250993004,2019-11-06T13:05:43.699000Z,2019-11-06T11:24:03.474000Z
0.028482045994365,2019-11-07T14:27:11.908000Z,2019-11-07T11:07:09.214000Z
0.030158533068420004,2019-11-08T14:09:09.730000Z,2019-11-08T12:25:53.748000Z
0.029100526902885,2019-11-09T13:49:49.736000Z,2019-11-09T12:07:19.472000Z
0.030903823828945003,2019-11-10T13:30:57.159000Z,2019-11-10T11:48:43.456000Z
0.026651440049407,2019-11-11T13:12:02.543000Z,2019-11-11T11:30:12.599000Z
0.030325677245855002,2019-11-12T14:33:26.076000Z,2019-11-12T11:13:12.582000Z
